Name,City,Address,Rating_City,Rating_Food,Rating_Service,Rating_Value,Rating_Ambience,Rating_total,Rating_Excellent,Rating_Very_Good,Rating_Average,Rating_Bad,Rating_Very_Bad,Reviews,Type,Remarks,Expensive,Price,URL,Phone,Num_of_days,Menu
Ararat Terrace Restaurant,מסעדות באיסטנבול,,,,,,,5.0,334,3,0,1,0,338,,,,,,,7.0,
Ocak,מסעדות באיסטנבול,"‪Hobyar, Mimar Vedat Sokak No:5‬ Regie Ottoman İstanbul Hotel, איסטנבול 34112 טורקיה","מס' 40 מתוך 9,712 מסעדות באיסטנבול",50.0,50.0,50.0,,5.0,112,0,0,1,0,113,"טורקי, ים תיכוני, בריא, בר יין, מרקים","ידידותי לצמחוניים, חלאל",$$$$,15 ₪ - 72 ₪,http://ocak.ist/,+90 212 520 68 20,7.0,http://ocak.ist/menu.php
Byzantion Bistro & Restaurant,מסעדות באיסטנבול,"‪Ordu Caddesi,Yesil Tulumba Sok, No.9/1‬ Laleli / Fatih, איסטנבול 34134 טורקיה","מס' 43 מתוך 9,712 מסעדות באיסטנבול",50.0,50.0,45.0,,5.0,"1,091",19,8,7,3,"1,128","איטלקי, מסעדת סטייקים, סיני, מאכלי ים, ברביקיו, טורקי, בריא, מרכז אירופאי, נפוליטני, אמיליאני, קמפניה, סיציליאני, לומברד, ליגוריאני, צפון-איטלקי, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,24 ₪ - 68 ₪,https://www.byzantionbistro.com/,+90 212 522 74 96,7.0,https://www.byzantionbistro.com/#menu
Zeferan Restaurant,מסעדות באיסטנבול,"‪Piyer Loti Cad. No: 30‬ Ajwa Hotel Sultanahmet, Roof Top, איסטנבול 34126 טורקיה","מס' 48 מתוך 9,712 מסעדות באיסטנבול",50.0,50.0,50.0,,5.0,393,18,3,0,0,414,"אזרבייג'אני, בינלאומי","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,65 ₪ - 144 ₪,http://zeferan.com.tr/,+90 212 638 22 12,7.0,http://zeferan.com.tr/menuler/
Old Ottoman Cafe & Restaurant,מסעדות באיסטנבול,,,,,,,5.0,"2,337",275,63,8,10,"2,693",,,,,,,,
Green Garden Restaurant Cafe,מסעדות באיסטנבול,,,,,,,5.0,193,2,1,0,0,196,,,,,,,7.0,
Turk Art Terrace Restaurant,מסעדות באיסטנבול,,,,,,,5.0,"1,739",126,39,16,10,"1,930",,,,,,,7.0,
Hanzade Terrace Restaurant,מסעדות באיסטנבול,"‪Emin Sinan Mah. Piyer Loti Cad. No: 35‬ Sultanahmet, איסטנבול 34126 טורקיה","מס' 62 מתוך 9,712 מסעדות באיסטנבול",45.0,50.0,45.0,,5.0,"1,659",105,16,7,10,"1,797","מאכלי ים, ברביקיו, טורקי, מזרח תיכוני, גריל","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,3 ₪ - 16 ₪,http://hanzadeterracerestaurant.com/,+90 212 518 80 81,7.0,http://www.hanzadeterracerestaurant.com/menu
Neda Restaurant,מסעדות באיסטנבול,"‪Hocapaşa Mahallesi Hüdavendıgar Caddesi Erdogan Sokak‬ 18-20, איסטנבול 34110 טורקיה","מס' 65 מתוך 9,712 מסעדות באיסטנבול",50.0,50.0,50.0,,5.0,142,2,1,1,1,147,"ברביקיו, טורקי, מאכלי ים, בינלאומי",ידידותי לצמחוניים,$,2 ₪ - 21 ₪,https://www.facebook.com/Neda-restaurant-107054088227652/,+90 533 923 43 20,7.0,
Roof Mezze 360,מסעדות באיסטנבול,,,,,,,5.0,"1,698",148,26,7,5,"1,884",,,,,,,7.0,
Deraliye Restaurant,מסעדות באיסטנבול,,,,,,,5.0,"2,110",219,54,39,20,"2,442",,,,,,,7.0,
Babil Restaurant,מסעדות באיסטנבול,,,,,,,5.0,123,3,1,0,1,128,,,,,,,,
Modena Steak Kebap Fish House,מסעדות באיסטנבול,"‪Kuçuk Ayasofya Cad., No:46‬, איסטנבול 34110 טורקיה","מס' 82 מתוך 9,712 מסעדות באיסטנבול",40.0,40.0,45.0,,5.0,184,2,0,1,3,190,"מאכלי ים, ברביקיו, גריל, מרקים","ארוחת צהריים, ארוחת ערב, בראנץ', משקאות",‪$$ - $$$‬,4 ₪ - 25 ₪,http://newhagiasophiarestaurant.business.site/,+90 536 269 11 66,,
Cafe Rumist,מסעדות באיסטנבול,,,,,,,4.5,"1,910",253,65,35,25,"2,288",,,,,,,7.0,
Ast Terrace Restaurant Cafe,מסעדות באיסטנבול,,,,,,,5.0,269,3,9,3,2,286,,,,,,,,
Beso Restaurant Bistro,מסעדות באיסטנבול,"‪Ordu caddesi, Yeşil Tulumba Sk. no. 11/2‬ Fatih, איסטנבול 34134 טורקיה",מס' 1 מתוך 1 סרדיניאני באיסטנבול,45.0,45.0,45.0,,5.0,"1,599",51,48,10,10,"1,718","מסעדת סטייקים, ברביקיו, איטלקי, צרפתי, פיצה, מאכלי ים, ים תיכוני, אירופאי, טורקי, בריא, מזרח תיכוני, מרקים, מרכז אירופאי, לומברד, ליגוריאני, סרדיניאני, צפון-איטלקי, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, כשר, אפשרויות ללא גלוטן",‪$$ - $$$‬,2 ₪ - 3 ₪,http://www.restaurantbeso.com/,+90 533 432 98 63,7.0,http://www.restaurantbeso.com/content/restaurant2/menu.html
Adella Seafood Restaurant,מסעדות באיסטנבול,,,,,,,5.0,271,15,6,2,5,299,,,,,,,7.0,
Salute Pub & Restaurant,מסעדות באיסטנבול,"‪Hoca Paşa, Saffeti Paşa Sokağı 4/A‬, איסטנבול 34110 טורקיה",מס' 11 מתוך 240 בר באיסטנבול,45.0,45.0,45.0,45.0,4.5,610,92,18,16,15,751,"בר, ים תיכוני, טורקי, פאב, גריל","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,11 ₪ - 181 ₪,,+90 212 527 85 50,,https://business.google.com/photos/l/04115170753168488235/details/t/menu
Behzadem Cafe & Restaurant,מסעדות באיסטנבול,"‪Balabanaga Mahallesi, Buyukresitpasa Caddesi, No 10‬ Vezneciler Metro Station / Laleli Tramway Station, איסטנבול 34134 טורקיה","מס' 102 מתוך 9,712 מסעדות באיסטנבול",,,,,5.0,143,7,2,0,2,154,"ידידותי לצמחוניים, אפשרויות לטבעונים","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', משקאות",‪$$ - $$$‬,"מאכלי ים, ים תיכוני, טורקי, פיצה, ברביקיו",http://behzadem-cafe-restaurant.business.site/?utm_source=gmb&utm_medium=referral,+90 530 600 47 55,7.0,
Galeyan Restaurant,מסעדות באיסטנבול,,,,,,,5.0,180,8,3,0,5,196,,,,,,,7.0,
Magnaura Restaurant,מסעדות באיסטנבול,,,,,,,5.0,992,165,33,13,6,"1,209",,,,,,,,
Turgut Kebab restaurant,מסעדות באיסטנבול,,,,,,,5.0,574,52,16,8,8,658,,,,,,,7.0,
Marbella Restaurant&Bar,מסעדות באיסטנבול,"‪Kucuk Ayasofya Mah. Cayiroglu Sok. No: 32/B‬ Sultanahmet, איסטנבול 34440 טורקיה","מס' 122 מתוך 9,712 מסעדות באיסטנבול",50.0,50.0,50.0,,5.0,205,19,0,3,2,229,"ברביקיו, מאכלי ים, טורקי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,32 ₪ - 69 ₪,http://www.marbella.istanbul/,+90 212 638 09 69,7.0,http://www.marbellacaferestaurant.com/
Arch Bistro,מסעדות באיסטנבול,,,,,,,5.0,836,88,22,10,16,972,,,,,,,,
Sura Restaurant,מסעדות באיסטנבול,,,,,,,4.5,599,166,44,13,11,833,,,,,,,,
Durbun Cafe,מסעדות באיסטנבול,"‪Hobyar Mah., Yali Kosku Cad. No: 22‬ Eminonu, איסטנבול 34112 טורקיה","מס' 132 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,45.0,,5.0,241,14,2,8,5,270,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, כשר, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', משקאות",‪$$ - $$$‬,"בית קפה, אירופאי, טורקי, מרכז אירופאי",http://www.durbuncafe.com/,+90 212 514 66 88,,http://www.durbuncafe.com/menuler
Babylonia Garden Terrace,מסעדות באיסטנבול,,,,,,,4.5,"1,394",283,75,25,13,"1,790",,,,,,,,
"Velvet Cafe, Galata",מסעדות באיסטנבול,"‪Bereketzade M Kule Cikmaz 7A Beyoglu‬, איסטנבול 34000 טורקיה","מס' 142 מתוך 9,712 מסעדות באיסטנבול",50.0,50.0,45.0,50.0,4.5,357,57,10,4,5,433,"בית קפה, טורקי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",$,8 ₪ - 21 ₪,http://www.facebook.com/velvetcafegalata,+90 543 331 33 39,6.0,https://karekodrestaurantmenu.com/menu/12700
Dogaciyiz Gourmet,מסעדות באיסטנבול,"‪Kilicali Paşa Mah. Kasatura Sk. No: 16/A‬ Beyoglu, Cihangir, איסטנבול 34433 טורקיה","מס' 144 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,45.0,,4.5,282,33,9,3,6,333,"טורקי, בית קפה, בריא","אפשרויות לטבעונים, ידידותי לצמחוניים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,14 ₪ - 36 ₪,https://www.facebook.com/dogaciyiz/?hc_ref=PAGES_TIMELINE&fref=nf,+90 532 177 11 18,,
Sur Balik Sarayburnu,מסעדות באיסטנבול,,,,,,,4.5,711,159,57,24,36,987,,,,,,,7.0,
Vezenan,מסעדות באיסטנבול,"‪Rustem Pasa Mahallesi No: 9‬ Beyoglu, Karakoy, Galata Köprüsü, איסטנבול 34116 טורקיה","מס' 153 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,45.0,,4.5,232,18,10,3,7,270,"טורקי, בר, מאכלי ים, ים תיכוני, ברביקיו","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,17 ₪ - 683 ₪,http://vezenan.com/,+90 212 292 77 17,7.0,
Solera Winery,מסעדות באיסטנבול,"‪Yenicarsi Cadessi 44‬ Galatasary, Beyoglu, איסטנבול טורקיה","מס' 155 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,45.0,45.0,4.5,291,73,12,3,1,380,ידידותי לצמחוניים,"ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,"ים תיכוני, אירופאי, טורקי, בר יין",http://www.solerawinery.com/,+90 212 252 27 19,,
Express Restaurant & Cafe Bar,מסעדות באיסטנבול,"‪Vidinli Tevfik Pasa Caddesi‬ No:26/C Sehzadebası, איסטנבול 34200 טורקיה","מס' 159 מתוך 9,712 מסעדות באיסטנבול",45.0,50.0,45.0,45.0,4.5,218,34,10,4,3,269,"ים תיכוני, בית קפה, מאכלי ים, אירופאי, טורקי, מזרח תיכוני, בינלאומי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,102 ₪ - 444 ₪,http://www.expressrestaurant.biz/,+90 533 432 98 63,,http://www.expressrestaurant.biz/
Loti Bistro & Roof Lounge,מסעדות באיסטנבול,"‪Divan Yolu Caddesi No:27‬ Fatih, Sultanahmet, איסטנבול 34112 טורקיה","מס' 162 מתוך 9,712 מסעדות באיסטנבול",40.0,40.0,40.0,,5.0,537,11,7,4,17,576,"טורקי, מזרח תיכוני, מסעדת סטייקים","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,2 ₪ - 51 ₪,http://www.lotipoints.com/,+90 538 093 58 85,7.0,https://lotipoints.com/wp-content/uploads/2022/04/Loti-Bistro-Menu-New-2022.pdf
Yakut Restaurant & Bistro,מסעדות באיסטנבול,,,,,,,5.0,71,1,0,1,0,73,,,,,,,,
New Hatay Restaurant,מסעדות באיסטנבול,,,,,,,4.5,873,307,87,25,23,"1,315",,,,,,,,
Sirvan Sofrasi,מסעדות באיסטנבול,,,,,,,4.5,"1,088",94,52,14,25,"1,273",,,,,,,7.0,
Karadeniz Aile Pide & Kebap Salonu,מסעדות באיסטנבול,,,,,,,4.5,929,186,45,19,24,"1,203",,,,,,,,
No:19 Dining,מסעדות באיסטנבול,"‪Kuloglu Mahallesi, Faik Pasa Yokusu No: 6‬ Beyoglu, איסטנבול 34433 טורקיה","מס' 182 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,45.0,45.0,4.5,565,114,32,8,10,729,טורקי,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,7 ₪ - 9 ₪,http://www.no19dining.com/,+90 212 292 73 48,,http://no19dining.com/index.php/menu/
Istanbul Enjoyer Cafe & Restaurant,מסעדות באיסטנבול,,,,,,,5.0,70,3,0,1,0,74,,,,,,,,
Palatium Cafe & Restaurant,מסעדות באיסטנבול,,,,,,,4.5,608,302,67,22,14,"1,013",,,,,,,,
Sokullu Restaurant,מסעדות באיסטנבול,,,,,,,4.5,299,120,28,9,3,459,,,,,,,,
Balkan Lokantasi,מסעדות באיסטנבול,"‪Hocapasa Mah. Hoca Pasa Sok. No: 12‬ Fatih, איסטנבול טורקיה","מס' 197 מתוך 9,712 מסעדות באיסטנבול",45.0,40.0,50.0,,4.5,180,46,11,1,6,244,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל","ארוחת צהריים, ארוחת ערב",$,"טורקי, מזרח תיכוני, מרקים",http://www.facebook.com/pages/Balkan-Lokantasi/501145199901106?fref=ts,+90 212 514 34 94,,
Balkan Lokantasi,מסעדות באיסטנבול,"‪Cihannuma Mahallesi Akmaz Cesme Sk No:8‬ Besiktas, איסטנבול 34353 טורקיה","מס' 202 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,50.0,40.0,4.5,265,91,17,5,2,380,"טורקי, מזרח תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל",$,11 ₪ - 13 ₪,https://balkan-lokantas.business.site/,+90 212 327 55 69,,https://www.tripadvisor.co.il/UpdateListing-d2197919
Maranda Döner,מסעדות באיסטנבול,"‪Hamidiye Caddesi No 4 Sirkeci Fatih‬ 15 Mt To Sirkeci Tram Station, איסטנבול 34000 טורקיה","מס' 204 מתוך 9,712 מסעדות באיסטנבול",40.0,40.0,40.0,35.0,4.5,230,45,19,6,15,315,"ברביקיו, טורקי, בריא, מרקים, גריל","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, כשר",‪$$ - $$$‬,2 ₪ - 15 ₪,http://www.marandadoner.com/,+90 212 522 99 11,7.0,
Fish Port,מסעדות באיסטנבול,"‪Galata Köprüsü Altı, Eminönü Haliç tarafı No:1‬ Haliç köprüsü altı, איסטנבול 34000 טורקיה","מס' 212 מתוך 9,712 מסעדות באיסטנבול",40.0,45.0,40.0,,4.5,164,4,1,5,10,184,"מאכלי ים, טורקי",ידידותי לצמחוניים,‪$$ - $$$‬,21 ₪ - 51 ₪,http://www.fishportrestaurant.com/,+90 532 692 81 75,7.0,
Bayramoglu Doner,מסעדות באיסטנבול,"‪Ruzgarlibahce G-69 Sk. No: 2‬ Kavacik, Beykoz, איסטנבול טורקיה","מס' 213 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,45.0,35.0,4.5,484,178,44,9,8,723,חלאל,"ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,טורקי,http://www.bayramogludoner.com.tr/,+90 216 413 00 45,,
İnci bazaar al nakhla,מסעדות באיסטנבול,,,,,,,5.0,98,5,1,1,3,108,,,,,,,7.0,
Meze By Lemon Tree,מסעדות באיסטנבול,"‪Mesrutiyet cad No:83‬ Asmalı Mescit mah. Beyoğlu, איסטנבול טורקיה","מס' 221 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,40.0,40.0,4.5,754,250,72,26,12,"1,114","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"ים תיכוני, אירופאי, טורקי, מזרח תיכוני",http://www.mezze.com.tr/,+90 212 252 83 02,,
Seyru Sefa RESTAURANT&Cafe,מסעדות באיסטנבול,"‪Eminsinan Mah. Yeniceriler Cad. No:2 Kardaslar Apt. Teras Kat Sultanahmet‬ Çemberlitaş Meydanı, איסטנבול 34126 טורקיה","מס' 224 מתוך 9,712 מסעדות באיסטנבול",50.0,50.0,50.0,45.0,4.5,158,12,2,1,7,180,"מאכלי ים, מזון מהיר, ים תיכוני, ברביקיו, אירופאי, מזרח תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,17 ₪ - 34 ₪,https://www.facebook.com/seyrusefacafe/,+90 212 518 21 44,,
Peninsula,מסעדות באיסטנבול,"‪Tersane cad.No:111‬ Golden City Hotel - 10th Floor, איסטנבול 34440 טורקיה","מס' 229 מתוך 9,712 מסעדות באיסטנבול",45.0,50.0,45.0,50.0,4.5,414,117,36,11,13,591,"ידידותי לצמחוניים, חלאל, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות",‪$$ - $$$‬,"ים תיכוני, אירופאי, טורקי, בינלאומי",http://www.peninsulateras.com/,+90 549 254 70 32,,http://peninsulateras.com/en/menu
Sur Balık Cihangir,מסעדות באיסטנבול,"‪Kilicali Pasa district Akarsu Yokusu Street‬ No:36 - 36A Floor:7, איסטנבול טורקיה","מס' 206 מתוך 5,897 טורקי באיסטנבול",45.0,45.0,40.0,45.0,4.5,277,57,21,18,20,393,"אפשרויות לטבעונים, אפשרויות ללא גלוטן, ידידותי לצמחוניים","ארוחת צהריים, ארוחת ערב",$$$$,"מאכלי ים, ים תיכוני, אירופאי, טורקי",http://www.surbalik.com/,+90 212 245 10 87,7.0,https://www.reztoran.com/tr/istanbul/surbalik-cihangir
Ali Ocakbasi - Karakoy,מסעדות באיסטנבול,"‪Arap Camii Mahallesi, Tersane Caddesi, Kardesim Sk. No: 45‬ Karakoy, Beyoglu, Grifin Han, Kat 4, איסטנבול 34420 טורקיה",מס' 3 מתוך 105 ערבית באיסטנבול,45.0,45.0,40.0,45.0,4.5,209,92,26,10,8,345,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,"ברביקיו, טורקי, ערבית",http://www.aliocakbasi.com/,+90 212 293 10 11,,https://aliocakbasi.com/menu/karakoy/
The Sarnıç,מסעדות באיסטנבול,,,,,,,4.0,273,114,57,27,19,490,,,,,,,7.0,
Fıccın,מסעדות באיסטנבול,"‪Asmalı Mescit Mahallesi, İstiklal Caddesi Kallavi Sk. No:13/1‬, איסטנבול 34430 טורקיה","מס' 243 מתוך 9,712 מסעדות באיסטנבול",45.0,40.0,45.0,40.0,4.5,505,272,80,36,25,918,"ים תיכוני, טורקי, קווקזי","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,10 ₪ - 61 ₪,http://www.ficcin.com/,+90 212 293 37 86,,https://www.ficcin.com/
Akdeniz Hatay Sofrasi,מסעדות באיסטנבול,"‪Ahmediye Caddesi No: 44/A‬, איסטנבול 34081 טורקיה","מס' 246 מתוך 9,712 מסעדות באיסטנבול",45.0,45.0,45.0,40.0,4.5,394,141,40,24,18,617,ברביקיו,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל",‪$$ - $$$‬,51 ₪ - 93 ₪,http://www.akdenizhataysofrasi.com.tr/,+90 444 7 247,,
Set Balik Lokantasi,מסעדות באיסטנבול,"‪Haydar Aliyev Cd. No: 18‬ Tarabya, איסטנבול 34457 טורקיה","מס' 224 מתוך 5,897 טורקי באיסטנבול",45.0,45.0,45.0,40.0,4.5,252,132,35,5,16,440,"חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"מאכלי ים, ים תיכוני, טורקי",http://setbaliklokantasi.net/,+90 212 262 04 11,,
Middle East Cafe Restaurant,מסעדות באיסטנבול,,,,,,,5.0,83,1,1,1,1,87,,,,,,,,
Istanbul Kitchen Cafe Restaurant,מסעדות באיסטנבול,,,,,,,5.0,392,6,4,0,0,402,,,,,,,7.0,
Falafel House,מסעדות באיסטנבול,"‪Kocatepe Mahallesi, Sehit Muhtar Caddesi No: 19/A‬ Beyoglu, איסטנבול טורקיה","מס' 264 מתוך 9,712 מסעדות באיסטנבול",45.0,40.0,45.0,35.0,4.5,131,78,19,4,3,235,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",$,"מזון מהיר, מזרח תיכוני",http://www.falafelhouse.net/,+90 212 253 77 30,,
Emek Saray Restaurant,מסעדות באיסטנבול,"‪Fethi Bey Cad. C Blok D 26-28‬ Laleli Galeri Kat 2, איסטנבול טורקיה","מס' 266 מתוך 9,712 מסעדות באיסטנבול",45.0,50.0,45.0,40.0,4.5,70,11,5,1,0,87,"ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות, משקאות, ארוחת בוקר",‪$$ - $$$‬,"טורקי, אירופאי",http://www.emeksaray.com/,522 0635,7.0,
