Name,City,Address,Rating_City,Rating_Food,Rating_Service,Rating_Value,Rating_Ambience,Rating_total,Rating_Excellent,Rating_Very_Good,Rating_Average,Rating_Bad,Rating_Very_Bad,Reviews,Type,Remarks,Expensive,Price,URL,Phone,Num_of_days,Menu
Invicta,מחוז ליסבון,"‪Rua da Esperanca 140‬, ליסבון 1200-659 פורטוגל","מס' 54 מתוך 4,689 מסעדות בליסבון",50.0,50.0,50.0,,5.0,490,42,11,13,5,561,"מאכלי ים, ים תיכוני, אירופאי, גריל, בריא, פורטוגזית, גסטרופאב","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,72 ₪ - 181 ₪,http://www.invictamadragoa.com/,+351 927 607 329,6.0,
BacoAlto,מחוז ליסבון,"‪Rua do Norte 33‬, ליסבון 1200-283 פורטוגל","מס' 61 מתוך 4,689 מסעדות בליסבון",45.0,50.0,45.0,,4.5,201,35,12,0,1,249,"פורטוגזית, בר יין, ים תיכוני","משקאות, ארוחת צהריים, ארוחת ערב",$,29 ₪ - 72 ₪,http://www.facebook.com/BacoAlto/,+351 912 456 066,,
Fado ao Carmo,מחוז ליסבון,"‪Rua da Condessa numero 52‬, ליסבון 1200-122 פורטוגל","מס' 62 מתוך 4,689 מסעדות בליסבון",50.0,50.0,45.0,,4.5,282,33,19,4,5,343,פורטוגזית,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,141 ₪ - 289 ₪,http://www.fadoaocarmo.pt/,+351 912 115 677,6.0,
Pizzeria Romana Bio,מחוז ליסבון,,,,,,,4.5,398,68,19,5,11,501,,,,,,,7.0,
Petisco Saloio,מחוז ליסבון,"‪Avenida Barbosa Du Bocage 38‬, ליסבון 1000-072 פורטוגל","מס' 69 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,,5.0,128,13,3,3,1,148,"ים תיכוני, אירופאי, פורטוגזית","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,36 ₪ - 72 ₪,http://petiscosaloio.pt/,+351 913 171 965,,
Dom Queijo Cheese House,מחוז ליסבון,"‪Campo Grande 232-C‬, ליסבון 1700-094 פורטוגל","מס' 72 מתוך 4,689 מסעדות בליסבון",50.0,50.0,45.0,,5.0,283,33,8,3,6,333,"אירופאי, עכשווי, פורטוגזית",ידידותי לצמחוניים,‪$$ - $$$‬,72 ₪ - 108 ₪,http://domqueijo.pt/,+351 964 960 963,,
Lisboa e linda,מחוז ליסבון,,,,,,,4.5,708,132,34,24,12,910,,,,,,,7.0,
Tomés Caffé Bar Petisqueira,מחוז ליסבון,"‪Rua de Sao Cristovao - 23‬, ליסבון 1100-514 פורטוגל","מס' 82 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,,4.5,201,17,1,3,10,232,"אירופאי, פורטוגזית",אפשרויות ללא גלוטן,‪$$ - $$$‬,36 ₪ - 72 ₪,http://www.facebook.com/Tom%C3%A9s-Caff%C3%A9-Bar-Petisqueira-500545607028129/,+351 964 708 470,5.0,https://www.tripadvisor.co.il/Restaurant_Review-g189158-d14113223-Reviews-Tomes_Caffe_Bar_Petisqueira-Lisbon_Lisbon_District_Central_Portugal.html#
Ghoroa Restaurante,מחוז ליסבון,"‪Travessa Benformoso 2‬, ליסבון 1100-089 פורטוגל","מס' 84 מתוך 4,689 מסעדות בליסבון",45.0,50.0,45.0,,4.5,283,53,5,7,5,353,הודי,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,43 ₪ - 72 ₪,https://www.ghoroarestaurant.pt/,+351 920 010 655,,
Forno d'Oro,מחוז ליסבון,"‪Rua Artilharia 1 16B‬, ליסבון 1250-039 פורטוגל","מס' 91 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,45.0,4.5,"1,377",427,116,36,20,"1,976","פיצה, איטלקי, נפוליטני, קמפניה, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,94 ₪ - 184 ₪,http://www.fornodoro.pt/,+351 21 387 9944,6.0,http://www.fornodoro.pt/#ementas
Taberna d'Alegria,מחוז ליסבון,"‪Rua da Alegria n 38‬, ליסבון 1250-007 פורטוגל","מס' 92 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,,4.5,283,31,14,6,7,341,"ים תיכוני, אירופאי, פורטוגזית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 72 ₪,http://www.facebook.com/tabernadalegria/?ref=hl,+351 911 010 589,,
O Trigueirinho,מחוז ליסבון,"‪Largo Trigueiros 17‬, ליסבון 1100-611 פורטוגל","מס' 95 מתוך 4,689 מסעדות בליסבון",45.0,45.0,50.0,40.0,4.5,579,185,29,8,17,818,"ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות","הזמנות, ישיבה, מגישה אלכוהול, שירות לשולחנות",$,"ים תיכוני, אירופאי, פורטוגזית",https://www.facebook.com/otrigueirinho/,+351 21 888 1219,,https://www.tripadvisor.co.il/UpdateListing-d2620682
Com certeza!,מחוז ליסבון,"‪Rua Da Padaria N12, Santa Maria Maior, Lisboa‬ 12, ליסבון 1100-385 פורטוגל","מס' 99 מתוך 4,689 מסעדות בליסבון",50.0,50.0,50.0,,5.0,60,3,0,0,0,63,"אירופאי, פורטוגזית, ים תיכוני",ידידותי לצמחוניים,‪$$ - $$$‬,51 ₪ - 102 ₪,http://comcertezalisboa.pt/,+351 21 886 3930,,
Paladarium,מחוז ליסבון,"‪Largo do Chao do Loureiro, N 2, 3 e 4‬ Junto ao Parque Chão do Loureiro e Pingo Doce do Chão do Loureiro, ליסבון 1100-145 פורטוגל","מס' 102 מתוך 4,689 מסעדות בליסבון",45.0,50.0,45.0,,4.5,430,104,23,9,4,570,"ים תיכוני, אירופאי, בריא, פורטוגזית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,43 ₪ - 90 ₪,http://www.paladarium.pt/,+351 21 135 2120,5.0,
Darshan Nepal,מחוז ליסבון,"‪Avenida Almirante Reis 48A‬, ליסבון 1150-019 פורטוגל","מס' 107 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,,4.5,143,30,3,4,2,182,"אסייתי, נפאלי, הודי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,36 ₪ - 72 ₪,,+351 21 800 9149,,
Churrasqueira do Marques,מחוז ליסבון,"‪Calcada da Ajuda 184‬, ליסבון 1300-017 פורטוגל",מס' 2 מתוך 115 ברביקיו בליסבון,45.0,45.0,45.0,35.0,4.5,222,67,14,0,5,308,"ארוחת צהריים, ארוחת ערב","אוכל לקחת, ישיבה, מציעה כיסאות אוכל לתינוקות, נגישות לכיסא גלגלים, מגישה אלכוהול, מקבל כרטיסי אשראי, שירות לשולחנות",$,"ים תיכוני, ברביקיו, אירופאי, בריא, פורטוגזית",http://www.facebook.com/pg/churrasqueiradomarques/about/?ref=page_internal,+351 21 363 6284,,
Valdo Gatti Pizza Bio,מחוז ליסבון,"‪Rua do Gremio Lusitano 13‬ Bairro Alto, ליסבון 1200-211 פורטוגל","מס' 122 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,,4.5,415,95,17,9,8,544,פיצה,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 72 ₪,http://www.valdogatti.com/,+351 21 347 1601,7.0,http://www.valdogatti.com/
Instant Crunch,מחוז ליסבון,"‪Rua Mae D'Agua 9‬, ליסבון 1250-154 פורטוגל","מס' 123 מתוך 4,689 מסעדות בליסבון",50.0,50.0,45.0,,5.0,65,2,1,0,0,68,"צרפתי, ים תיכוני, אירופאי, בריא, פורטוגזית","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', משקאות",‪$$ - $$$‬,18 ₪ - 72 ₪,http://www.instantcrunch.pt/,+351 21 151 1516,6.0,http://instantcrunch.pt/
Pizzaria Luzzo Graça,מחוז ליסבון,,,,,,,4.5,16,2,4,0,0,22,,,,,,,7.0,
ALMA Henrique Sá Pessoa,מחוז ליסבון,"‪Rua Anchieta 15‬ Chiado, ליסבון 1200-023 פורטוגל","מס' 130 מתוך 4,689 מסעדות בליסבון",50.0,45.0,45.0,,4.5,812,142,47,14,20,"1,035","ים תיכוני, אירופאי, פורטוגזית, עכשווי",אפשרויות ללא גלוטן,$$$$,188 ₪ - 341 ₪,http://www.almalisboa.pt/en,+351 21 347 0650,5.0,https://www.tripadvisor.co.il/Restaurant_Review-g189158-d9977670-Reviews-ALMA_Henrique_Sa_Pessoa-Lisbon_Lisbon_District_Central_Portugal.html#
Restaurante Momento HB,מחוז ליסבון,"‪Rua da Rosa 151‬ Bairro Alto, ליסבון 1200-383 פורטוגל","מס' 133 מתוך 4,689 מסעדות בליסבון",45.0,50.0,45.0,,4.5,783,236,43,11,23,"1,096","מאכלי ים, עכשווי, פורטוגזית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,72 ₪ - 108 ₪,http://www.restaurantemomento.pt/,+351 21 342 0765,,http://www.restaurantemomento.pt/en_GB/
Flor da Laranja,מחוז ליסבון,"‪R. da Rosa‬, ליסבון פורטוגל","מס' 138 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,45.0,4.5,369,76,22,9,11,487,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"אפריקני, מרוקאי, ים תיכוני, מזרח תיכוני",http://www.moviun.com/listing/flor-da-laranja/,+351 21 342 2996,,
O Chiado,מחוז ליסבון,"‪Rua do Crucifixo Nº 104‬, ליסבון 1100-185 פורטוגל","מס' 98 מתוך 2,729 פורטוגזית בליסבון",45.0,45.0,45.0,40.0,4.5,918,412,70,24,23,"1,447",ארוחת ערב,"ישיבה, מגישה אלכוהול, יין ובירה, מכבדת מאסטרקארד, מכבדת ויזה, מזומן בלבד, הזמנות, מקבל כרטיסי אשראי, שירות לשולחנות, תשלומים דיגיטליים",‪$$ - $$$‬,פורטוגזית,http://www.facebook.com/OChiado?ref=hl,+351 21 342 2086,,
Meson Andaluz,מחוז ליסבון,"‪Travessa do Alecrim nº 4‬, ליסבון 1200-019 פורטוגל","מס' 145 מתוך 4,689 מסעדות בליסבון",45.0,45.0,40.0,45.0,4.5,"1,224",356,114,45,51,"1,790","ים תיכוני, אירופאי, פורטוגזית, עכשווי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 144 ₪,http://www.mesonandaluzlisboa.com/,+351 21 460 0659,7.0,
Restaurante Raízes,מחוז ליסבון,"‪Rua do Olival 36‬, ליסבון 1200-742 פורטוגל","מס' 151 מתוך 4,689 מסעדות בליסבון",45.0,50.0,45.0,,4.5,112,48,7,2,0,169,"ים תיכוני, אירופאי, פורטוגזית","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 90 ₪,http://www.restaurante-raizes.pt/,+351 21 138 3900,,https://www.restaurante-raizes.pt/menu/
Taberna dos Ferreiros,מחוז ליסבון,,,,,,,4.5,388,79,17,8,15,507,,,,,,,6.0,
Tempero Gaucho,מחוז ליסבון,"‪Rua das Portas de Santo Antao 142‬, ליסבון 1150-269 פורטוגל","מס' 155 מתוך 4,689 מסעדות בליסבון",45.0,50.0,45.0,,4.5,178,48,8,5,4,243,"ים תיכוני, אירופאי, פורטוגזית","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,29 ₪ - 72 ₪,http://www.temperogaucho.pt/,+351 21 342 0859,6.0,http://www.temperogaucho.pt/
A Cisterna,מחוז ליסבון,"‪Rua Sao Sebastiao da Pedreira 31‬, ליסבון 1050-206 פורטוגל","מס' 159 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,45.0,4.5,317,86,15,11,10,439,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"ים תיכוני, אירופאי, פורטוגזית",https://www.facebook.com/CisternaRestaurante/,+351 21 315 9067,,
Alpendre,מחוז ליסבון,"‪32 Rua Augusto Rosa 34‬, ליסבון 1100-059 פורטוגל",מס' 22 מתוך 266 מאכלי ים בליסבון,45.0,45.0,45.0,40.0,4.5,852,391,75,23,31,"1,372","ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"מאכלי ים, ים תיכוני, אירופאי, פורטוגזית",http://www.facebook.com/pages/Restaurante-Alpendre/314851708538727?rf=214209588607730,+351 21 886 2421,,
Bistro Edelweiss,מחוז ליסבון,"‪Rua de Sao Marcal 2‬, ליסבון 1200-421 פורטוגל","מס' 167 מתוך 4,689 מסעדות בליסבון",45.0,50.0,45.0,45.0,4.5,209,58,15,6,4,292,"שוויצרי, אירופאי, מרכז אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 126 ₪,http://www.edelweiss-bistro.com/,+351 930 414 725,,http://www.edelweiss-bistro.com/thefood-eng.html
Leve Leve Tapas Bar,מחוז ליסבון,"‪Travessa da Boa Hora 39‬, ליסבון 1200-063 פורטוגל","מס' 172 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,,4.5,282,74,14,3,10,383,"ים תיכוני, אירופאי, פיוז'ן",ידידותי לצמחוניים,$,7 ₪ - 32 ₪,http://www.levelevetapasbar.pt/,+351 926 318 206,6.0,https://www.levelevetapasbar-lisboa.pt/menu
Madragoa Cafe,מחוז ליסבון,"‪Avenida JoãoXXI‬, ליסבון 1000-302 פורטוגל","מס' 174 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,45.0,4.5,914,206,62,29,25,"1,236","ים תיכוני, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,43 ₪ - 58 ₪,https://www.facebook.com/Madragoa-Caf%C3%A9-603035736497643/?ref=page_internal,+351 935 563 074,,
The CorkScrew,מחוז ליסבון,"‪Rua dos Remedios 95‬, ליסבון 1100-443 פורטוגל","מס' 181 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,45.0,4.5,598,177,30,13,15,833,"ים תיכוני, פורטוגזית, בר יין","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,29 ₪ - 58 ₪,https://www.facebook.com/corkcrew/,+351 21 595 1774,,http://www.thecorkscrew.pt/
The Wine Cellar,מחוז ליסבון,"‪Rua de Sao Paulo 49‬ Nº 49, ליסבון 1200-426 פורטוגל",מס' 13 מתוך 143 בר יין בליסבון,45.0,45.0,40.0,,4.5,432,104,26,10,19,591,"ים תיכוני, אירופאי, פורטוגזית, בר יין",ידידותי לצמחוניים,‪$$ - $$$‬,36 ₪ - 217 ₪,http://www.thewinecellar.pt/,+351 21 347 0098,,
S Restaurante,מחוז ליסבון,"‪Rua Sao Filipe Neri 14‬, ליסבון 1250-227 פורטוגל","מס' 185 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,45.0,4.5,251,103,19,6,3,382,"ים תיכוני, אירופאי, פורטוגזית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,29 ₪ - 58 ₪,http://www.facebook.com/s.restaurante.petiscos,+351 21 386 6372,,
Quermesse Restaurante,מחוז ליסבון,"‪Rua da Gloria 85‬, ליסבון 1250-115 פורטוגל","מס' 140 מתוך 2,729 פורטוגזית בליסבון",45.0,45.0,45.0,40.0,4.5,"1,395",646,134,30,18,"2,223","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"ים תיכוני, אירופאי, פורטוגזית, פיוז'ן",http://quermesse-restaurante.com/,+351 21 150 7901,6.0,http://quermesse-restaurante.com/
Natraj,מחוז ליסבון,"‪Rua dos Sapateiros 171‬, ליסבון 1100-577 פורטוגל","מס' 193 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,35.0,4.5,206,105,19,4,5,339,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"הודי, אסייתי",http://www.restaurantenatraj.com/,+351 21 346 8113,,http://www.restaurantenatraj.com/#menu
Fumeiro de Santa Catarina,מחוז ליסבון,"‪Travessa do Alcaide 4C‬, ליסבון 1200-013 פורטוגל","מס' 198 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,45.0,4.5,282,101,28,9,5,425,"ים תיכוני, אירופאי, פורטוגזית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,51 ₪ - 102 ₪,http://www.facebook.com/?ref=tn_tnmn#!/fumeirosantacatarina,+351 926 409 775,,
Alfama Cellar,מחוז ליסבון,"‪Rua dos Remedios 127 131‬, ליסבון 1100-445 פורטוגל","מס' 203 מתוך 4,689 מסעדות בליסבון",45.0,45.0,40.0,45.0,4.5,618,213,61,27,17,936,"ים תיכוני, בריא, פורטוגזית, בר יין",ידידותי לצמחוניים,‪$$ - $$$‬,58 ₪ - 108 ₪,http://www.alfamacellar.pt/,+351 21 886 0095,,
Roda Viva,מחוז ליסבון,"‪Beco do Mexias 11‬ close to the Museu do Fado, ליסבון 1100-349 פורטוגל","מס' 205 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,,4.5,131,34,11,6,0,182,אפריקני,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,36 ₪ - 54 ₪,http://www.facebook.com/RodaVivaAlfama,+351 967 659 543,,
Os Jeronimos,מחוז ליסבון,,,,,,,4.5,"1,075",543,96,29,21,"1,764",,,,,,,,
Restaurante Qualquer Hora,מחוז ליסבון,"‪Rua Sao Sebastiao da Pedreira 161‬, ליסבון 1050-207 פורטוגל","מס' 212 מתוך 4,689 מסעדות בליסבון",45.0,45.0,50.0,,4.5,148,27,4,4,5,188,"ים תיכוני, אירופאי, פורטוגזית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,51 ₪ - 102 ₪,https://www.facebook.com/QQHora161,+351 21 580 6181,,
Simplesmente Pizza Bar,מחוז ליסבון,"‪Rua da Atalaia 108‬ Bairro Alto, ליסבון 1200-043 פורטוגל","מס' 215 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,45.0,4.5,236,94,23,8,5,366,"איטלקי, פיצה, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,43 ₪ - 72 ₪,http://www.simplesmentepizzabar.pt/,+351 21 346 5339,7.0,http://www.simplesmentepizzabar.pt/menus/
Heim Cafe,מחוז ליסבון,,,,,,,4.5,240,67,22,9,11,349,,,,,,,1.0,
Restaurante Elevador,מחוז ליסבון,,,,,,,4.5,181,100,25,6,5,317,,,,,,,7.0,
Restaurante Qosqo,מחוז ליסבון,,,,,,,4.5,184,83,26,9,0,302,,,,,,,,
Fado & Wine,מחוז ליסבון,"‪Rua da Assuncao 15‬, ליסבון 1100-042 פורטוגל","מס' 233 מתוך 4,689 מסעדות בליסבון",45.0,50.0,45.0,,4.5,238,66,17,12,10,343,"ארוחת צהריים, ארוחת ערב","הזמנות, ישיבה בחוץ, ישיבה, מגישה אלכוהול, Wi-fi חינם, מקבל כרטיסי אשראי, שירות לשולחנות",$,"אירופאי, פורטוגזית, בר יין",http://www.fadowine.com/,+351 21 132 0619,,https://www.tripadvisor.co.il/Restaurant_Review-g189158-d8385906-Reviews-Fado_Wine-Lisbon_Lisbon_District_Central_Portugal.html#
Rodas Restaurant,מחוז ליסבון,"‪Largo do Rato 10‬, ליסבון 1250-186 פורטוגל","מס' 235 מתוך 4,689 מסעדות בליסבון",45.0,45.0,45.0,40.0,4.5,361,191,34,9,10,605,"ים תיכוני, אירופאי, בריא, פורטוגזית","ארוחת צהריים, ארוחת ערב",$,25 ₪ - 51 ₪,http://www.facebook.com/Restaurante.Rodas,+351 21 385 8455,,
Cervejaria do Bairro,מחוז ליסבון,"‪Rua do Norte 86‬, ליסבון 1200-287 פורטוגל","מס' 241 מתוך 4,689 מסעדות בליסבון",40.0,45.0,45.0,35.0,4.5,785,279,97,29,44,"1,234","פאב מבשלה, בר, פאב, גסטרופאב, מסעדות בירה","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 72 ₪,http://www.thefork.com/restaurant/cervejaria-do-bairro/297211,+351 965 271 949,,https://drive.google.com/file/d/1oFI19MO3Z5SohAO45wON-nJBB5I7LIs7/view?usp=drivesdk
Chão de Pedra,מחוז ליסבון,,,,,,,4.5,459,229,45,13,7,753,,,,,,,,
