Name,City,Address,Rating_City,Rating_Food,Rating_Service,Rating_Value,Rating_Ambience,Rating_total,Rating_Excellent,Rating_Very_Good,Rating_Average,Rating_Bad,Rating_Very_Bad,Reviews,Type,Remarks,Expensive,Price,URL,Phone,Num_of_days,Menu
Cous-Cous Restaurant,מילאנו,"‪Via Adige 9‬, 20135 מילאנו איטליה","מס' 81 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,417,114,30,16,12,589,"איטלקי, מאכלי ים, ים תיכוני, בריא, סיציליאני, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,109 ₪ - 253 ₪,http://cous-cous.com/,+39 02 8396 7642,6.0,https://www.tripadvisor.co.il/Restaurant_Review-g187849-d13156511-Reviews-Cous_Cous_Restaurant-Milan_Lombardy.html#
Macelleria Equina Da Vito,מילאנו,"‪Via Lorenteggio 177‬ Mercato Comunale Coperto, 20147 מילאנו איטליה","מס' 91 מתוך 6,898 מסעדות במילאנו",45.0,40.0,45.0,,4.5,636,214,29,17,8,904,"איטלקי, מסעדת סטייקים, ים תיכוני, ברביקיו, בריא",אפשרויות ללא גלוטן,$,22 ₪ - 109 ₪,http://www.facebook.com/MacelleriaEquinaDaVito,+39 345 922 8464,,
Fei Yun Ge,מילאנו,"‪Via Melchiorre Gioia 141‬, 20125 מילאנו איטליה","מס' 92 מתוך 6,898 מסעדות במילאנו",45.0,45.0,45.0,40.0,4.5,211,93,16,11,2,333,"סיני, מאכלי ים, סושי, אסייתי, יפני","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 109 ₪,http://www.ristorantefeiyunge.it/,+39 02 6698 5374,6.0,http://arco.de/feiyunge
Savana Ristorante Eritreo,מילאנו,"‪Via Luigi Canonica 45‬ 20154 Milano, 20154 מילאנו איטליה","מס' 95 מתוך 6,898 מסעדות במילאנו",45.0,45.0,45.0,,4.5,655,287,66,13,5,"1,026","אפריקני, אתיופי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 127 ₪,https://www.ristoranteeritreo.com/,+39 366 407 3136,6.0,
MooKuzai (A La Carte),מילאנו,"‪Via Arona 18‬, 20149 מילאנו איטליה","מס' 99 מתוך 6,898 מסעדות במילאנו",45.0,40.0,40.0,,4.5,589,134,43,23,21,810,"סושי, יפני, אסייתי, פיוז'ן, בריא","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,145 ₪ - 217 ₪,https://www.facebook.com/sushiminimoo,+39 327 332 1857,,
Kowa,מילאנו,"‪Via Benvenuto Cellini 14‬, 20129 מילאנו איטליה","מס' 101 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,281,42,24,12,6,365,"אסייתי, פיוז'ן, יפני","אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,181 ₪ - 253 ₪,http://kowarestaurants.com/,+39 02 545 5654,,http://kowarestaurants.com/menu-kowa-milano/
Fishbar de Milan,מילאנו,,,,,,,4.0,86,96,33,16,18,249,,,,,,,,
Dersett,מילאנו,"‪Viale Gian Galeazzo 17‬, 20136 מילאנו איטליה","מס' 110 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,391,144,34,9,4,582,"איטלקי, מאכלי ים, ים תיכוני, אירופאי",אפשרויות ללא גלוטן,‪$$ - $$$‬,90 ₪ - 145 ₪,http://www.dersettmilano.it/,+39 02 8408 4787,6.0,https://www.tripadvisor.co.il/Restaurant_Review-g187849-d12949211-Reviews-Dersett-Milan_Lombardy.html#
Trippa,מילאנו,"‪Via Giorgio Vasari 1‬, 20135 מילאנו איטליה","מס' 111 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,583,250,62,17,8,920,"איטלקי, לומברד, צפון-איטלקי",אפשרויות ללא גלוטן,‪$$ - $$$‬,90 ₪ - 145 ₪,http://www.trippamilano.it/,+39 327 668 7908,6.0,https://trippamilano.it/menu_trippa_eng.pdf
Icon Cafe Milano,מילאנו,"‪Via Losanna 15‬, 20154 מילאנו איטליה","מס' 121 מתוך 6,898 מסעדות במילאנו",45.0,45.0,45.0,,4.5,420,81,30,24,17,572,"ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, משקאות",$,"איטלקי, בר, בית קפה, ים תיכוני",https://www.facebook.com/iconcafemilano/,+39 392 460 4738,,
Monkey in The City,מילאנו,"‪Via Carlo Foldi 1‬ Piazza Santa Maria del Suffragio, 20135 מילאנו איטליה","מס' 122 מתוך 6,898 מסעדות במילאנו",40.0,45.0,40.0,,4.5,158,52,20,5,3,238,ידידותי לצמחוניים,"ארוחת ערב, שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,"קובני, בינלאומי, עכשווי, ברים עם אוכל",https://www.facebook.com/monkeyinthecity/,+39 02 3675 3740,6.0,https://www.tripadvisor.co.il/Restaurant_Review-g187849-d13915464-Reviews-Monkey_in_The_City-Milan_Lombardy.html#
Il Capestrano Ristorante Abruzzese,מילאנו,"‪Via Gian Francesco Pizzi 14‬ Traversa Via Ripamonti, 20141 מילאנו איטליה",מס' 9 מתוך 104 מסעדת סטייקים במילאנו,45.0,45.0,40.0,45.0,4.5,643,403,95,35,18,"1,194","מסעדת סטייקים, ברביקיו, איטלקי, ים תיכוני","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,127 ₪ - 290 ₪,http://www.ilcapestrano.it/,+39 02 569 3345,6.0,http://www.ilcapestrano.it/download/menu_it_2017_web.pdf
Sushi Li,מילאנו,"‪Via Dell' Unione 7‬, 20122 מילאנו איטליה","מס' 129 מתוך 6,898 מסעדות במילאנו",45.0,45.0,45.0,,4.5,236,96,23,9,7,371,"יפני, מאכלי ים, סושי, אסייתי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,11 ₪ - 58 ₪,http://www.facebook.com/SUSHI-LI-915078395217293,+39 366 383 6171,,
Poku Poke Place,מילאנו,"‪Corso Sempione 12‬, 20154 מילאנו איטליה","מס' 131 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,141,90,10,5,0,246,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"בסגנון הוואי, מאכלי ים",http://www.pokubybomaki.it/,+39 02 3360 6935,7.0,https://www.pokupokeplace.com/negozio/
Gente di Mare in Darsena,מילאנו,,,,,,,4.5,296,53,14,8,5,376,,,,,,,6.0,
Trattoria de la Trebia,מילאנו,"‪Via Trebbia 32‬ Angolo via Adige, 20135 מילאנו איטליה","מס' 141 מתוך 6,898 מסעדות במילאנו",45.0,40.0,40.0,40.0,4.5,827,378,112,35,25,"1,377","מסעדת סטייקים, איטלקי, ים תיכוני, ברביקיו, בריא, לומברד, צפון-איטלקי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,145 ₪ - 290 ₪,http://www.trattorialatrebia.it/,+39 02 551 3380,6.0,http://www.trattorialatrebia.it/menu-cucina/
Nishiki,מילאנו,"‪Corso Lodi 70‬, 20139 מילאנו איטליה","מס' 151 מתוך 6,898 מסעדות במילאנו",45.0,40.0,35.0,45.0,4.5,649,366,75,29,17,"1,136","יפני, מאכלי ים, סושי, אסייתי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,90 ₪ - 362 ₪,http://www.nishiki.it/,+39 02 8739 3828,7.0,
Sauris & Borc da Bria,מילאנו,"‪Via Pietro Toselli 2‬, 20127 מילאנו איטליה",מס' 24 מתוך 447 צפון-איטלקי במילאנו,45.0,40.0,40.0,40.0,4.5,189,209,30,4,4,436,"איטלקי, צפון-איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,72 ₪ - 181 ₪,http://www.sauris-borcdabria.it/,+39 02 2682 5943,6.0,https://leggimenu.it/menu/sauris
Sadler,מילאנו,"‪Via Cardinale Ascanio Sforza 77‬ Chef CLAUDIO SADLER, 20141 מילאנו איטליה","מס' 155 מתוך 6,898 מסעדות במילאנו",45.0,45.0,35.0,40.0,4.5,601,219,103,41,27,991,"איטלקי, מאכלי ים, ים תיכוני, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,174 ₪ - 699 ₪,http://www.sadler.it/,+39 02 5810 4451,6.0,
Il Mannarino - Tenca,מילאנו,,,,,,,4.5,265,90,33,11,16,415,,,,,,,7.0,
Ristorante Yao Isola,מילאנו,,,,,,,4.0,38,53,20,6,5,122,,,,,,,,
Porcobrado Milano,מילאנו,"‪Via Jacopo Dal Verme 17‬, 20159 מילאנו איטליה","מס' 170 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,102,38,10,2,2,154,"ארוחת צהריים, ארוחת ערב, בראנץ', משקאות","משלוח, אוכל לקחת, הזמנות, ישיבה, מגישה אלכוהול, מקבל כרטיסי אשראי",‪$$ - $$$‬,"איטלקי, טוסקאני, מרכז-איטלקי, ברביקיו, מאכלי רחוב",http://www.porcobrado.it/,+39 338 333 9120,,
Amalfitana,מילאנו,"‪Via Giovanni Paisiello 22‬, 20131 מילאנו איטליה","מס' 171 מתוך 6,898 מסעדות במילאנו",45.0,45.0,45.0,35.0,4.5,235,123,38,15,2,413,"ידידותי לצמחוניים, אפשרויות לטבעונים","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",$,איטלקי,http://www.ristoranteamalfitana.it/,+39 02 7063 0400,,http://www.ristoranteamalfitana.it/
Achar,מילאנו,"‪Via Piero della Francesca 13‬, 20154 מילאנו איטליה","מס' 181 מתוך 6,898 מסעדות במילאנו",40.0,45.0,35.0,,4.5,128,52,18,10,3,211,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"אסייתי, נפאלי",http://www.acharcucinanepalese.com/,+39 02 8724 7049,6.0,https://www.acharcucinanepalese.com/men%C3%83%C2%B9/
Beirut Ristorante,מילאנו,"‪Via Tito Livio 1‬ incrocio Viale Umbria, 50, 20137 מילאנו איטליה","מס' 182 מתוך 6,898 מסעדות במילאנו",45.0,45.0,45.0,,4.5,287,187,35,9,7,525,"לבנוני, ים תיכוני, מזרח תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,43 ₪ - 83 ₪,http://www.ristorantebeirut.it/,+39 02 8434 7581,,
ITAshi,מילאנו,"‪Via Ludovico Muratori 10‬, 20135 מילאנו איטליה","מס' 185 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,139,94,21,6,2,262,איטלקי,"ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,18 ₪ - 109 ₪,http://www.itashi.it/,+39 02 3675 5703,,
Terrazza Gallia,מילאנו,"‪Piazza Duca d'Aosta 9‬, 20124 מילאנו איטליה","מס' 189 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,335,127,31,19,16,528,"איטלקי, מאכלי ים, ים תיכוני, אירופאי, לומברד, צפון-איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,239 ₪ - 423 ₪,http://www.terrazzagallia.com/,+39 02 6785 3514,7.0,https://www.terrazzagallia.com/our-menu
Oficina do Sabor,מילאנו,"‪Via Gaetana Agnesi 17‬ Zona Porta Romana, 20135 מילאנו איטליה","מס' 191 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,40.0,4.5,409,117,51,25,23,625,"דרום אמריקאי, ברזילאי, לטיני, ברביקיו",אפשרויות ללא גלוטן,‪$$ - $$$‬,145 ₪ - 181 ₪,http://www.oficinadosabor.it/,+39 02 5830 4965,6.0,http://oficinadosabor.it/menu/
Assunta Madre,מילאנו,,,,,,,3.5,143,80,61,51,50,385,,,,,,,,
Il Secco,מילאנו,"‪Via Angelo Carlo Fumagalli 2‬, 20143 מילאנו איטליה","מס' 157 מתוך 4,924 איטלקי במילאנו",45.0,45.0,45.0,,4.5,105,34,8,1,0,148,"איטלקי, בר יין","אוכל לקחת, הזמנות, ישיבה, נגישות לכיסא גלגלים, מגישה אלכוהול, יין ובירה, מכבדת מאסטרקארד, מכבדת ויזה, Wi-fi חינם, מקבל כרטיסי אשראי, שירות לשולחנות",‪$$ - $$$‬,18 ₪ - 54 ₪,http://www.ilsecco.com/it/,+39 02 4867 7328,,
Il Mannarino - De Angeli,מילאנו,,,,,,,4.5,481,179,78,42,32,812,,,,,,,7.0,
Trapizzino MIlano,מילאנו,"‪Via Marghera 12‬, 20149 מילאנו איטליה","מס' 211 מתוך 6,898 מסעדות במילאנו",45.0,45.0,45.0,,4.5,166,83,24,7,9,289,"איטלקי, מאכלי רחוב, ים תיכוני, רומאי, לאציו, מרכז-איטלקי",ידידותי לצמחוניים,$,11 ₪ - 36 ₪,http://www.trapizzino.it/milano/,+39 02 469 3265,,
Ingalera,מילאנו,,,,,,,4.5,254,163,35,15,4,471,,,,,,,5.0,
Mamajuana Restaurant,מילאנו,"‪Via Giuseppe Ripamonti 21‬, 20136 מילאנו איטליה","מס' 215 מתוך 6,898 מסעדות במילאנו",45.0,40.0,45.0,40.0,4.5,212,184,31,3,6,436,"קריבי, לטיני, דרום אמריקאי, קולומביאני, מרכז אמריקני",ידידותי לצמחוניים,$,31 ₪ - 89 ₪,http://www.mamajuana.it/,+39 02 3296 0815,,
Osteria Al Portone,מילאנו,"‪Giacomo della Porta, 1‬ Angolo V.le Fulvio Testi, 20161 מילאנו איטליה","מס' 219 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,45.0,4.5,381,217,38,28,19,683,"איטלקי, ים תיכוני, לומברד, צפון-איטלקי",ידידותי לצמחוניים,‪$$ - $$$‬,110 ₪ - 154 ₪,http://www.osteriaalportone.it/,+39 02 4312 4338,,http://www.osteriaalportone.it/#imGoToMenu
Valentino Legend Milano,מילאנו,"‪Via Agnello 8‬, 20121 מילאנו איטליה","מס' 221 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,,4.5,772,381,116,38,36,"1,343","איטלקי, מאכלי ים, ים תיכוני, אירופאי, בריא, לומברד, צפון-איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,103 ₪ - 240 ₪,http://www.valentinolegend.com/,+39 02 8909 6673,7.0,http://www.valentinolegend.it/it/
Vento di Sardegna,מילאנו,"‪Via Edmondo de Amicis 44‬, 20123 מילאנו איטליה",מס' 33 מתוך 424 דרום איטלקי במילאנו,45.0,45.0,40.0,40.0,4.5,446,316,72,18,19,871,"ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"איטלקי, מאכלי ים, ים תיכוני, סרדיניאני, דרום איטלקי",http://www.ristoranteventodisardegna.it/milano,+39 02 8909 3710,6.0,
'O Macaro’,מילאנו,,,,,,,4.0,186,70,38,27,17,338,,,,,,,,
Noi Pesce,מילאנו,,,,,,,4.5,226,173,58,10,5,472,,,,,,,6.0,
Oren,מילאנו,"‪Viale Berengario 1‬ Angolo Su Piazza Amendola, 20149 מילאנו איטליה","מס' 241 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,45.0,4.5,249,166,39,14,6,474,"סיני, מאכלי ים, סושי, אסייתי, פיוז'ן","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 127 ₪,http://www.oren.it/,+39 02 481 3901,,
Al Paradiso della Pizza,מילאנו,"‪Via Pellegrino Rossi 52‬ Via Pellegrino Rossi 52, 20161, Milano, Lombardia, 20161 מילאנו איטליה","מס' 242 מתוך 6,898 מסעדות במילאנו",45.0,40.0,40.0,35.0,4.5,297,174,51,17,7,546,"ידידותי לצמחוניים, אפשרויות לטבעונים","ארוחת צהריים, ארוחת ערב",$,"איטלקי, פיצה",http://it-it.facebook.com/pages/Paradiso-Della-Pizza/163805353634795,+39 02 646 4543,,
Ristorante Nabucco,מילאנו,"‪Via Fiori Chiari 10‬, 20121 מילאנו איטליה","מס' 245 מתוך 6,898 מסעדות במילאנו",45.0,45.0,40.0,40.0,4.5,"1,065",676,170,73,58,"2,042","איטלקי, לומברד, צפון-איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,51 ₪ - 181 ₪,http://www.nabucco.it/,+39 02 860663,,https://www.tripadvisor.co.il/Restaurant_Review-g187849-d878420-Reviews-Ristorante_Nabucco-Milan_Lombardy.html#
Grigliamania,מילאנו,"‪Piazza Sire Raul 4‬, 20131 מילאנו איטליה","מס' 249 מתוך 6,898 מסעדות במילאנו",40.0,40.0,35.0,40.0,4.5,318,208,46,12,12,596,אפשרויות ללא גלוטן,"ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"איטלקי, מסעדת סטייקים, מאכלי ים, ים תיכוני, ברביקיו, לומברד, צפון-איטלקי",http://www.grigliamania.it/,+39 02 284 6261,,http://www.grigliamania.it/i-menu
El Gaucho Ristorante Argentino,מילאנו,"‪Via Carlo d'Adda 11‬, 20143 מילאנו איטליה","מס' 251 מתוך 6,898 מסעדות במילאנו",45.0,45.0,35.0,40.0,4.5,463,318,94,32,18,925,"מסעדת סטייקים, לטיני, ברביקיו, ארגנטינאי",אפשרויות ללא גלוטן,$$$$,250 ₪ - 504 ₪,http://www.elgaucho.it/,+39 02 8940 0839,,https://www.elgaucho.it/menu-elgaucho/
