Name,City,Address,Rating_City,Rating_Food,Rating_Service,Rating_Value,Rating_Ambience,Rating_total,Rating_Excellent,Rating_Very_Good,Rating_Average,Rating_Bad,Rating_Very_Bad,Reviews,Type,Remarks,Expensive,Price,URL,Phone,Num_of_days,Menu
Pivaz Hackney,לונדון,"‪34 Chatsworth Road‬, לונדון E5 0LP אנגליה","מס' 36 מתוך 17,508 מסעדות בלונדון",40.0,40.0,40.0,40.0,4.5,445,75,17,20,24,581,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ'",‪$$ - $$$‬,"ים תיכוני, אירופאי, טורקי",http://www.pivaz.co.uk/,+44 20 8985 2599,7.0,
Osteria Romana,לונדון,,,,,,,4.5,777,78,36,16,11,918,,,,,,,7.0,
Dobar,לונדון,"‪324A Green Lanes‬, לונדון N4 1BX אנגליה","מס' 44 מתוך 17,508 מסעדות בלונדון",50.0,50.0,50.0,,5.0,352,10,7,1,4,374,"בית קפה, אירופאי, אנגלי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,21 ₪ - 59 ₪,http://www.dobar.co.uk/,+44 20 7686 3257,6.0,https://www.dobar.co.uk/menu
L'Angolo Bianco,לונדון,"‪49 Crawford Street‬ Marylebone, לונדון W1H 1JZ אנגליה","מס' 49 מתוך 17,508 מסעדות בלונדון",50.0,50.0,50.0,,5.0,180,10,1,1,2,194,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת בוקר, בראנץ'",‪$$ - $$$‬,"איטלקי, אירופאי, בית קפה",http://www.facebook.com/pages/Langolo-Bianco/102176103210608,+44 20 7724 5888,6.0,https://www.tripadvisor.co.il/Restaurant_Review-g186338-d8566994-Reviews-L_Angolo_Bianco-London_England.html#
Indian Lounge,לונדון,"‪343 Gray's Inn Road‬ Wc1 X8px, לונדון WC1X 8PX אנגליה","מס' 54 מתוך 17,508 מסעדות בלונדון",40.0,40.0,40.0,40.0,4.5,"2,481",340,138,116,170,"3,245","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות",‪$$ - $$$‬,"הודי, אסייתי, בריא, בלטי, בנגלדשי",http://www.indianloungelondon.co.uk/,+44 20 7837 8398,7.0,http://www.indianloungelondon.co.uk/-menu
The Shell,לונדון,,,,,,,5.0,219,13,2,4,2,240,,,,,,,7.0,
The Cocktail Trading Company,לונדון,"‪68 Bethnal Green Road‬, לונדון E1 6GQ אנגליה","מס' 62 מתוך 17,508 מסעדות בלונדון",50.0,50.0,45.0,45.0,5.0,149,15,2,1,2,169,"הזמנות, ישיבה, מגישה אלכוהול, בר מלא, שירות לשולחנות, מוזיקה חיה",,‪$$ - $$$‬,משקאות,http://www.thecocktailtradingco.co.uk/about,+44 20 7427 6097,,https://www.thecocktailtradingco.co.uk/menu
Bar 61 Restaurant,לונדון,"‪61A Streatham Hill‬, לונדון SW2 4TX אנגליה","מס' 63 מתוך 17,508 מסעדות בלונדון",45.0,50.0,45.0,50.0,5.0,"2,278",176,41,20,20,"2,535","ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,65 ₪ - 119 ₪,http://www.bar61.com/,+44 20 8671 0444,,http://www.bar61.com/valentines-day-menu-2017/
Yuu Kitchen,לונדון,"‪29 Commercial Street‬, לונדון E1 6NE אנגליה","מס' 66 מתוך 17,508 מסעדות בלונדון",50.0,45.0,45.0,,4.5,"1,055",161,45,19,7,"1,287","טייוואני, יפני, אסייתי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,63 ₪ - 105 ₪,http://www.yuukitchen.com/,+44 20 7377 0411,5.0,https://www.yuukitchen.com/wp-content/uploads/2019/04/YK-DINNER-DRINKS-A4-Mar-2019-PKM-FINAL.jpg
The Clink Restaurant,לונדון,"‪Brixton Jebb Avenue‬ Brixton, לונדון SW2 5XF אנגליה","מס' 71 מתוך 17,508 מסעדות בלונדון",45.0,50.0,45.0,50.0,5.0,859,165,14,2,1,"1,041","אירופאי, אנגלי, עכשווי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,84 ₪ - 168 ₪,http://theclinkcharity.org/restaurants/brixton,+44 20 8678 9007,,https://theclinkcharity.org/restaurants/brixton
Tower Tandoori,לונדון,"‪74-76 Tower Bridge Road‬, לונדון SE1 4TP אנגליה","מס' 74 מתוך 17,508 מסעדות בלונדון",45.0,45.0,40.0,45.0,4.5,"1,236",154,47,31,50,"1,518","הודי, אסייתי, בלטי, בנגלדשי, פיוז'ן","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,96 ₪ - 159 ₪,http://www.towertandoori.co.uk/,+44 20 7237 2247,7.0,http://towertandoori.co.uk/wp-content/uploads/2018/08/ALCARTE_40years.pdf
Daphne Restaurant,לונדון,"‪83 Bayham Street‬, לונדון NW1 0AG אנגליה","מס' 79 מתוך 17,508 מסעדות בלונדון",50.0,50.0,50.0,45.0,5.0,261,31,2,2,0,296,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"ים תיכוני, יווני",http://www.daphne-restaurant.com/,+44 20 7267 7322,,http://www.daphne-restaurant.com/menu.html
Amber Restaurant,לונדון,"‪21 Piazza Walk‬ Goodman's Fields, לונדון E1 8QH אנגליה","מס' 84 מתוך 17,508 מסעדות בלונדון",50.0,50.0,45.0,,5.0,233,28,3,4,1,269,"ים תיכוני, אירופאי, בריא, מזרח תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,29 ₪ - 92 ₪,,+44 20 7702 0700,,http://thisisamber.co.uk/
"Indian Express, West Kensington",לונדון,"‪3 North End Parade‬ West Kensington, לונדון W14 0SJ אנגליה","מס' 86 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,40.0,4.5,901,182,35,17,10,"1,145","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"הודי, אסייתי, בלטי",http://indianexpressonline.co.uk/,+44 20 7610 1777,,https://app.indianexpressonline.co.uk/#!/
Liman Restaurant,לונדון,"‪60 Penton Street‬ The Angel, לונדון N1 9PZ אנגליה","מס' 92 מתוך 17,508 מסעדות בלונדון",50.0,45.0,50.0,,5.0,"1,229",139,40,8,11,"1,427","ים תיכוני, אירופאי, טורקי, מזרח תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,42 ₪ - 96 ₪,http://www.liman.co.uk/,+44 20 3583 6442,7.0,http://www.liman.co.uk/documents/MAIN-MENU.pdf
Magic Falafel,לונדון,"‪Unit 312-313, Camden Market‬, לונדון NW1 8AH אנגליה","מס' 93 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,,5.0,210,23,2,1,3,239,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, בראנץ'",$,"מזון מהיר, ים תיכוני, מזרח תיכוני",http://magicfalafel.co.uk/,+44 7482 646499,,https://deliveroo.co.uk/menu/london/camden/magic-falafel-camden-market
Tonis Amalfi,לונדון,,,,,,,5.0,183,9,5,1,4,202,,,,,,,7.0,
Moira Restaurant,לונדון,"‪2 Mastmaker Road‬, לונדון E14 9AW אנגליה","מס' 101 מתוך 17,508 מסעדות בלונדון",45.0,50.0,45.0,,5.0,112,10,2,1,2,127,"ים תיכוני, טורקי, מזרח תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,21 ₪ - 75 ₪,http://www.moirarestaurant.com/,+44 20 7538 9001,,
Sushi Tetsu,לונדון,"‪12 Jerusalem Passage‬, לונדון EC1V 4JP אנגליה","מס' 104 מתוך 17,508 מסעדות בלונדון",50.0,50.0,45.0,45.0,5.0,197,18,8,0,2,225,אפשרויות ללא גלוטן,ארוחת ערב,$$$$,"יפני, מאכלי ים, סושי, אסייתי",https://www.facebook.com/sushitetsulondon/,+44 20 3217 0090,,http://www.sushitetsu.co.uk/menu.html
taNgia,לונדון,"‪108 Mitcham Road‬ Tooting Broadway, לונדון SW17 9NG אנגליה","מס' 109 מתוך 17,508 מסעדות בלונדון",50.0,50.0,45.0,45.0,5.0,565,84,14,9,1,673,ים תיכוני,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל",‪$$ - $$$‬,42 ₪ - 105 ₪,http://www.tangia.co.uk/,+44 20 3774 0779,,http://tangia.co.uk/food-menu/
Cafe Van Gogh,לונדון,"‪88 Brixton Road‬ Christ church, לונדון SW9 6BE אנגליה","מס' 114 מתוך 17,508 מסעדות בלונדון",50.0,50.0,45.0,,5.0,160,12,9,1,3,185,"בית קפה, אירופאי, אנגלי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,13 ₪ - 59 ₪,http://www.cafevangogh.co.uk/,+44 20 3903 9232,,http://www.cafevangogh.co.uk/menu
Bella Italia South Kensington,לונדון,"‪60 Old Brompton Road‬, לונדון SW7 3DY אנגליה","מס' 116 מתוך 17,508 מסעדות בלונדון",40.0,40.0,40.0,35.0,4.0,597,189,104,54,60,"1,004","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"איטלקי, פיצה, ים תיכוני, בריא",https://www.bellaitalia.co.uk/italian-restaurant/london/south-kensington,+44 20 3004 0651,7.0,
Fine Foods,לונדון,"‪218 Long Lane‬, לונדון SE1 4QB אנגליה","מס' 122 מתוך 17,508 מסעדות בלונדון",50.0,50.0,45.0,45.0,5.0,194,27,5,2,2,230,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"איטלקי, ים תיכוני, אירופאי",http://www.finefoodse1.co.uk/,+44 20 7403 7513,,
Tomo Pizzeria & Restaurant,לונדון,"‪88 High Street‬, לונדון N8 7NU אנגליה","מס' 123 מתוך 17,508 מסעדות בלונדון",50.0,50.0,45.0,45.0,5.0,213,35,6,0,3,257,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","משקאות, ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"איטלקי, פיצה, ים תיכוני, אירופאי, סיציליאני, דרום איטלקי",http://www.tomopizzeria.com/,+44 20 8348 0099,,http://www.tomopizzeria.com/a-la-carte-menu-tomo-pizzeria-and-restaurant
Home SW15,לונדון,"‪146 Upper Richmond Road‬, לונדון SW15 2SW אנגליה","מס' 126 מתוך 17,508 מסעדות בלונדון",45.0,50.0,45.0,,5.0,221,16,5,3,6,251,"אנגלי, בריא, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,42 ₪ - 134 ₪,http://homesw15.com/,+44 20 8780 0592,7.0,https://linktr.ee/homesw15
Chojo,לונדון,"‪16 Garway Road‬, לונדון W2 4NH אנגליה","מס' 131 מתוך 17,508 מסעדות בלונדון",45.0,50.0,45.0,,5.0,277,26,12,3,4,322,"סיני, טייוואני, מאכלי רחוב","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,63 ₪ - 377 ₪,http://www.chojo.co.uk/,+44 20 3286 8286,,https://www.chojo.co.uk/menu-preview
Trattoria Raffaele,לונדון,"‪94 Sydenham Road‬, לונדון SE26 5JX אנגליה","מס' 134 מתוך 17,508 מסעדות בלונדון",50.0,50.0,45.0,45.0,5.0,342,53,9,4,2,410,"איטלקי, פיצה, ים תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,63 ₪ - 126 ₪,http://trattoriaraffaele.com/,+44 20 8778 6262,,http://trattoriaraffaele.com/Menu.html
EaTurkish,לונדון,"‪172 Woolwich Road‬, לונדון SE7 7RA אנגליה","מס' 139 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,,4.5,281,13,4,2,13,313,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",$,"מזון מהיר, ים תיכוני, טורקי, מזרח תיכוני",http://www.eaturkish.co.uk/,+44 20 8465 5522,,https://www.eaturkish.co.uk/menus
Fast Break,לונדון,"‪113 Old Street‬, לונדון EC1V 9JR אנגליה","מס' 144 מתוך 17,508 מסעדות בלונדון",50.0,50.0,50.0,,4.5,180,17,5,5,3,210,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, בראנץ'",$,"בית קפה, אירופאי, אנגלי",https://www.facebook.com/FeastontheBreak/,+44 20 7253 3655,,
Galvin La Chapelle,לונדון,"‪35 Spital Square‬, לונדון E1 6DY אנגליה","מס' 146 מתוך 17,508 מסעדות בלונדון",45.0,45.0,40.0,45.0,4.5,"2,846",656,291,114,60,"3,967",צרפתי,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,231 ₪ - 629 ₪,http://galvinrestaurants.com/restaurant/galvin-la-chapelle-the-city-michelin-star/,+44 20 7299 0400,7.0,https://galvinrestaurants.com/restaurant/galvin-la-chapelle-the-city-michelin-star/
Peninsula Restaurant,לונדון,"‪The 2 1 Waterview Drive‬ 2nd Floor, לונדון SE10 0TW אנגליה","מס' 152 מתוך 17,508 מסעדות בלונדון",45.0,50.0,45.0,,5.0,312,44,13,5,1,375,"אירופאי, אנגלי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,117 ₪ - 252 ₪,http://www.peninsula-restaurant.com/,+44 20 8463 6868,,http://bit.ly/2kDFglW
Humble Grape Islington,לונדון,"‪11-13 Theberton Street‬ off Upper Street, לונדון N1 0QY אנגליה","מס' 153 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,,4.5,333,41,16,4,4,398,"אירופאי, בר יין","ידידותי לצמחוניים, אפשרויות ללא גלוטן, אפשרויות לטבעונים",‪$$ - $$$‬,42 ₪ - 163 ₪,http://www.humblegrape.co.uk/wine-bar/islington/,+44 20 3904 4480,,https://www.humblegrape.co.uk/menu/all-day-islington/?venueId=islington
Palms of Goa,לונדון,"‪12 Charlotte Street‬ Opposite to Charlotte Street Hotel, לונדון W1T 2LU אנגליה","מס' 156 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,35.0,4.5,605,203,58,20,18,904,"הודי, אסייתי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,84 ₪ - 126 ₪,http://www.palmsofgoa.com/,+44 20 7636 1668,7.0,http://palmsofgoa.com/?menu_categories=our-menu
Rodfai Thai street food,לונדון,,,,,,,5.0,119,13,2,3,1,138,,,,,,,,
Grato,לונדון,"‪9 Kensington Square‬, לונדון W8 5EP אנגליה","מס' 164 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,45.0,4.5,339,66,20,10,2,437,"איטלקי, ים תיכוני, טוסקאני, מרכז-איטלקי, צפון-איטלקי, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,21 ₪ - 105 ₪,http://gratolondon.com/,+44 20 3371 9338,6.0,https://www.gratolondon.com/#menus
Mangia Bene,לונדון,"‪18 Chapel Market‬ 5 min walk from Angel tube station., לונדון N1 9EZ אנגליה","מס' 169 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,35.0,4.5,276,83,21,6,9,395,"פיצה, ים תיכוני, נפוליטני, קמפניה, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,42 ₪ - 63 ₪,http://www.mangiabene.co.uk/,+44 20 7278 2825,,http://www.mangiabene.co.uk/
Rudy's Pizza Napoletana - Soho,לונדון,"‪80 Wardour Street‬ Soho, לונדון W1F 0TF אנגליה","מס' 174 מתוך 17,508 מסעדות בלונדון",50.0,45.0,45.0,,4.5,232,43,12,7,0,294,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, משקאות",‪$$ - $$$‬,"פיצה, נפוליטני, קמפניה, דרום איטלקי, איטלקי",http://www.rudyspizza.co.uk/soho/,+44 20 3930 0868,7.0,https://www.rudyspizza.co.uk/menus/
Sam's Riverside,לונדון,"‪1 Crisp Walk‬, לונדון W6 9DN אנגליה","מס' 176 מתוך 17,508 מסעדות בלונדון",45.0,50.0,45.0,,4.5,182,30,5,6,2,225,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, משקאות",‪$$ - $$$‬,"אנגלי, אירופאי",https://samsriverside.co.uk/,+44 20 8237 1020,6.0,https://menu.samsriverside.co.uk/
Little India,לונדון,"‪32 Gloucester Road‬, לונדון SW7 4RB אנגליה","מס' 182 מתוך 17,508 מסעדות בלונדון",45.0,45.0,40.0,35.0,4.5,"1,877",337,84,63,85,"2,446","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,הודי,http://www.littleindialondon.com/,+44 20 7584 3476,6.0,http://www.littleindialondon.com/menus.php
Chez Elles Bistroquet,לונדון,"‪45 Brick Lane‬, לונדון E1 6PU אנגליה","מס' 183 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,45.0,4.5,448,118,19,4,3,592,"בר יין, צרפתי, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,63 ₪ - 197 ₪,http://www.chezellesbistroquet.co.uk/,+44 20 7247 9699,,http://www.chezellesbistroquet.co.uk/menu/
Venerdi,לונדון,,,,,,,4.5,300,70,23,21,27,441,,,,,,,7.0,
Medlar,לונדון,"‪438 Kings Road‬, לונדון SW10 0LJ אנגליה","מס' 194 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,45.0,4.5,771,194,42,13,7,"1,027","צרפתי, אירופאי, אנגלי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,126 ₪ - 231 ₪,http://medlarrestaurant.co.uk/,+44 20 7349 1900,6.0,https://www.tripadvisor.co.il/Restaurant_Review-g186338-d2144126-Reviews-Medlar-London_England.html#
Revolution Putney,לונדון,"‪202 Upper Richmond Road‬, לונדון SW15 6TD אנגליה","מס' 199 מתוך 17,508 מסעדות בלונדון",40.0,45.0,40.0,,4.5,308,27,4,8,21,368,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', משקאות",‪$$ - $$$‬,"בר, אנגלי, גסטרופאב",http://www.revolution-bars.co.uk/bar/putney/,+44 20 3957 7129,7.0,https://www.revolution-bars.co.uk/kitchen/food-menu/?utm_medium=websitedirect&utm_source=website&utm_campaign=foodmenumarch19&utm_content=campaignbanner&o=foodmenumarch19
Dhaba@49,לונדון,"‪49 Chippenham Road‬ Maida vale, לונדון W9 2AH אנגליה","מס' 204 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,,4.5,287,29,14,5,9,344,"הודי, אסייתי, מאכלי רחוב","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,84 ₪ - 126 ₪,http://www.dhaba49.com/,+44 20 3489 2424,,https://dhaba49.com/menu
Turtle Bay - Brixton,לונדון,"‪382-384 Brixton Road‬, לונדון SW9 7AW אנגליה","מס' 206 מתוך 17,508 מסעדות בלונדון",40.0,40.0,40.0,,4.5,954,167,88,55,90,"1,354","קריבי, ג'מייקני","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,25 ₪ - 59 ₪,http://www.turtlebay.co.uk/,+44 20 7737 2264,7.0,https://www.turtlebay.co.uk/food-and-drink
The English Rose Cafe,לונדון,"‪4 Lower Grosvenor Place‬ Victoria, לונדון SW1W 0EJ אנגליה","מס' 212 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,45.0,4.5,570,203,40,34,35,882,"בית קפה, אנגלי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,21 ₪ - 50 ₪,http://www.theenglishrosecafe.co.uk/,+44 20 7976 6280,7.0,http://theenglishrosecafe.co.uk/menu
Angus Steakhouse Leicester Square,לונדון,"‪20 Cranbourn Street‬ Leicester Square, לונדון WC2H 7AD אנגליה","מס' 216 מתוך 17,508 מסעדות בלונדון",40.0,40.0,35.0,30.0,4.0,961,327,156,97,117,"1,658","מסעדת סטייקים, אנגלי",אפשרויות ללא גלוטן,‪$$ - $$$‬,106 ₪ - 212 ₪,http://angussteakhouse.co.uk/#our-restaurants,+44 20 7836 3782,7.0,http://angussteakhouse.co.uk/#menus
La Trompette,לונדון,"‪3-7 Devonshire Road‬, לונדון W4 2EU אנגליה","מס' 221 מתוך 17,508 מסעדות בלונדון",45.0,45.0,45.0,40.0,4.5,812,220,65,23,4,"1,124","צרפתי, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,101 ₪ - 205 ₪,http://www.latrompette.co.uk/,+44 20 8747 1836,5.0,http://www.latrompette.co.uk/menus/
L'oro di Napoli,לונדון,,,,,,,4.5,615,97,14,16,20,762,,,,,,,,
Bella Italia,לונדון,"‪70 St. Martin's Lane‬, לונדון WC2N 4JS אנגליה","מס' 229 מתוך 17,508 מסעדות בלונדון",40.0,40.0,40.0,35.0,4.0,383,194,76,48,43,744,"איטלקי, פיצה, ים תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,29 ₪ - 67 ₪,https://www.bellaitalia.co.uk/italian-restaurant/london/st-martins-lane,+44 20 3004 4421,7.0,
Wulf & Lamb - Chelsea,לונדון,"‪243 Pavilion Road‬ Chelsea, לונדון SW1X 0BP אנגליה","מס' 234 מתוך 17,508 מסעדות בלונדון",45.0,40.0,40.0,,4.5,403,71,42,24,26,566,"בינלאומי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, כשר, אפשרויות ללא גלוטן",‪$$ - $$$‬,42 ₪ - 75 ₪,http://www.wulfandlamb.com/,+44 20 3948 5999,7.0,http://wulfandlamb.com/eat/
Lanes of London,לונדון,"‪140 Park Lane‬, לונדון W1K 7AA אנגליה","מס' 236 מתוך 17,508 מסעדות בלונדון",45.0,45.0,40.0,40.0,4.5,375,95,45,26,8,549,אנגלי,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,75 ₪ - 105 ₪,https://www.lanesoflondon.co.uk/,+44 20 7647 5664,,https://www.tripadvisor.co.il/Restaurant_Review-g186338-d1006016-Reviews-Lanes_of_London-London_England.html#
