Name,City,Address,Rating_City,Rating_Food,Rating_Service,Rating_Value,Rating_Ambience,Rating_total,Rating_Excellent,Rating_Very_Good,Rating_Average,Rating_Bad,Rating_Very_Bad,Reviews,Type,Remarks,Expensive,Price,URL,Phone,Num_of_days,Menu
SOVA,פראג,"‪Balbinova 4‬, פראג 12000 צ'כיה","מס' 35 מתוך 4,747 מסעדות בפראג",45,45,45,,4.5,783,117,36,17,2,955,"אירופאי, עכשווי, פיוז'ן, צ'כי, מרכז אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,35 ₪ - 86 ₪,http://www.rest-sova.com/,+420 222 541 451,4,https://www.rest-sova.com/menus
Restaurant U Modre kachnicky,פראג,"‪Nebovidska 460/6‬ The Lesser Quarter, פראג 118 00 צ'כיה","מס' 39 מתוך 4,747 מסעדות בפראג",45,45,45,45,4.5,860,247,72,21,20,"1,220","ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",$$$$,"אירופאי, צ'כי, מזרח אירופאי, מרכז אירופאי",http://www.umodrekachnicky.cz/en/nebovidska,+420 602 353 559,,http://www.umodrekachnicky.cz/cz/nebovidska
Czech Slovak Restaurant,פראג,"‪Ujezd 20‬, פראג צ'כיה","מס' 41 מתוך 4,747 מסעדות בפראג",50,50,50,,5,637,85,13,9,9,753,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"אירופאי, צ'כי, מזרח אירופאי, מרכז אירופאי",http://czechslovak.cz/,+420 257 312 523,6,
Oliva Nera Ristorante Italiano,פראג,,,,,,,4,534,251,99,62,84,"1,030","איטלקי, ים תיכוני, אירופאי, מאכלי ים, דיינר","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,54 ₪ - 290 ₪,,,7,
Namaste India Indian Restaurant,פראג,"‪Ronkova 12‬, פראג 180 00 צ'כיה",מס' 14 מתוך 416 אסייתי בפראג,50,50,45,,5,923,88,24,11,12,"1,058","הודי, אסייתי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,17 ₪ - 62 ₪,http://namasteindia.cz/menu/ronkova/,+420 223 003 034,,https://www.namasteindia.cz/inpage/menu/
La Veranda,פראג,"‪Elisky Krasnohorske 10/2‬ Prague 1 Josefov, פראג 110 00 צ'כיה","מס' 51 מתוך 4,747 מסעדות בפראג",45,45,45,45,4.5,"1,005",228,56,14,8,"1,311","אירופאי, בריא, בינלאומי, עכשווי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,65 ₪ - 177 ₪,http://www.laveranda.cz/,+420 224 814 733,6,https://laveranda.cz/?lang=cs#menu
ART&FOOD Had,פראג,"‪Plaska 617/4‬ Mala Strana, פראג 150 00 צ'כיה","מס' 61 מתוך 4,747 מסעדות בפראג",45,50,45,45,4.5,975,188,42,21,8,"1,234","מסעדת סטייקים, אירופאי, בר יין, צ'כי, בינלאומי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,41 ₪ - 314 ₪,http://www.art-food.cz/,+420 605 555 050,7,https://static1.squarespace.com/static/57f7ec8ee3df285aab5c9deb/t/5f7b59e0c3f0273554ef9ba0/1601919464773/%25C3%2580+la+carte+menu+English.pdf
U Stare Studny,פראג,"‪Tržiště 371/3‬ Corner with Karmelitská Street, just 100 meters from US embassy, פראג 118 00 צ'כיה","מס' 62 מתוך 4,747 מסעדות בפראג",45,45,45,50,4.5,205,55,6,3,3,272,צ'כי,"שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,7 ₪ - 362 ₪,http://www.ustarestudny.cz/,+420 257 530 582,,
Gin & Tonic Club,פראג,"‪Navratilova 1421/11‬ Nove Mesto, פראג 110 00 צ'כיה","מס' 65 מתוך 4,747 מסעדות בפראג",45,45,45,,4.5,328,52,8,5,9,402,"הזמנות, ישיבה בחוץ, ישיבה, מגישה אלכוהול, בר מלא, Wi-fi חינם, מקבל כרטיסי אשראי, שירות לשולחנות, כרטיס מתנה זמין",,‪$$ - $$$‬,בר,https://www.gintonicclub.com/,+420 777 669 557,4,https://www.gintonicclub.com/menus
Restaurant Ungelt,פראג,"‪Tyn 638/5‬ Old town, פראג 110 00 צ'כיה","מס' 69 מתוך 4,747 מסעדות בפראג",45,45,45,,4.5,468,59,25,10,11,573,"צרפתי, בריא, דיינר","ידידותי לצמחוניים, אפשרויות ללא גלוטן",$$$$,36 ₪ - 362 ₪,http://www.restaurant-ungelt.cz/,+420 777 427 000,7,https://www.restaurant-ungelt.cz/en/menu/
Oliva Nera Ristorante Italiano,פראג,,,,,,,4,534,251,99,62,84,"1,030","איטלקי, ים תיכוני, אירופאי, מאכלי ים, דיינר","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,54 ₪ - 290 ₪,,,7,
Pizza Modena,פראג,,,,,,,3.5,0,4,3,0,0,7,"איטלקי, פיצה, ים תיכוני","ארוחת צהריים, ארוחת ערב",,380 ₪ - 863 ₪,,,,
Pot au Feu,פראג,"‪Rybna 1065/13‬, פראג 110 00 צ'כיה","מס' 80 מתוך 4,747 מסעדות בפראג",50,45,45,45,4.5,228,51,6,8,4,297,"ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",$$$$,"צרפתי, אירופאי",http://www.potaufeu.cz/,+420 739 654 884,6,http://www.potaufeu.cz/index.php/cz/poledni-menu
Tempo Allegro,פראג,"‪Karoliny Svetle 283/24‬, פראג 110 00 צ'כיה","מס' 81 מתוך 4,747 מסעדות בפראג",45,50,45,45,4.5,358,98,20,10,0,486,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","בראנץ', ארוחת ערב, משקאות",‪$$ - $$$‬,"איטלקי, אירופאי, בר יין",http://www.tempoallegro.cz/,+420 778 031 889,,http://www.tempoallegro.cz/menu
Beckett's Irish Pub,פראג,"‪Londýnská 473/22‬, פראג 120 00 צ'כיה","מס' 91 מתוך 4,747 מסעדות בפראג",45,45,45,,4.5,296,60,12,5,12,385,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', משקאות",‪$$ - $$$‬,"אירי, בר, אירופאי, אנגלי, פאב, גסטרופאב",http://www.irishpubbeckettsprague.com/,+420 222 522 775,,https://www.irishpubbeckettsprague.com/menu
George Prime Steak,פראג,"‪Platnerska 19‬, פראג 110 00 צ'כיה","מס' 92 מתוך 4,747 מסעדות בפראג",45,45,40,45,4.5,"1,891",396,122,39,24,"2,472",אפשרויות ללא גלוטן,ארוחת ערב,$$$$,"אמריקאי, מסעדת סטייקים",http://www.georgeprimesteak.com/,+420 226 202 599,,https://georgeprimesteak.com/#/en/menus
Maitrea,פראג,"‪Tynska Ulicka 6/1064‬, פראג 110 00 צ'כיה","מס' 95 מתוך 4,747 מסעדות בפראג",45,45,45,45,4.5,"2,066",663,148,45,54,"2,976","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","משקאות, ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,בריא,http://www.restaurace-maitrea.cz/,+420 221 711 631,7,https://www.restaurace-maitrea.cz/en/menu-vegetarian-and-vegan-restaurant/?menu=regular
Pepenero Pizza & Pasta,פראג,"‪Bilkova 132/4‬, פראג 110 00 צ'כיה","מס' 99 מתוך 4,747 מסעדות בפראג",45,45,40,40,4.5,957,400,104,36,31,"1,528","איטלקי, פיצה, ים תיכוני, נפוליטני, קמפניה, רומאי, לאציו, מרכז-איטלקי, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 181 ₪,http://pepenero.cz/,+420 222 315 543,,https://pepenero.cz/menu/
Pivnice U Jary,פראג,"‪Dalimilova 1‬ Entrance to a restaurant from Dalimilova Street, פראג 130 00 צ'כיה","מס' 101 מתוך 4,747 מסעדות בפראג",45,45,50,45,4.5,295,111,14,3,6,429,ידידותי לצמחוניים,"ארוחת צהריים, ארוחת ערב",$,"בר, אירופאי, פאב, צ'כי, מזרח אירופאי, מרכז אירופאי",http://www.ujary.cz/home,+420 222 521 109,,https://www.ujary.cz/menu#menu
Zem Prague,פראג,,,,,,,5,34,0,0,0,0,34,"ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות, משקאות","הזמנות, ישיבה, שירות לשולחנות, ישיבה בחוץ, ארוחה פרטית, חניה זמינה, מקבל כרטיסי אשראי, כרטיס מתנה זמין",,"יפני, צ'כי, מרכז אירופאי",,,,
Cafe Palanda,פראג,"‪Zlatnická 11‬, פראג 110 00 צ'כיה","מס' 110 מתוך 4,747 מסעדות בפראג",45,45,45,40,4.5,791,285,64,18,10,"1,168","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות","אוכל לקחת, הזמנות, ישיבה, מגישה אלכוהול, בר מלא, Wi-fi חינם, מקבל כרטיסי אשראי, שירות לשולחנות",‪$$ - $$$‬,אמריקאי,https://www.facebook.com/CafePalanda/,+420 777 700 422,,http://www.cafepalanda.cz/#menu
Rangoli - Kunratice,פראג,"‪Kunratická Spojka 1169/1, Prague-kunratice‬ Next To Mama Car Or Benzina Petrol Pump, פראג 14800 צ'כיה","מס' 111 מתוך 4,747 מסעדות בפראג",50,50,50,,5,64,2,1,0,0,67,"הודי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,9 ₪ - 59 ₪,http://rangolikunratice.cz/,+420 777 966 273,,https://www.rangolikunratice.cz/en/jidelni-listek/
Jewel Bistro,פראג,"‪Rytirska 3‬ Design Hotel Jewel, פראג 110 00 צ'כיה","מס' 121 מתוך 4,747 מסעדות בפראג",45,50,45,45,4.5,337,109,27,10,8,491,"בר, אמריקאי, בינלאומי",ידידותי לצמחוניים,‪$$ - $$$‬,11 ₪ - 36 ₪,http://www.jewel.cz/,+420 725 365 302,,http://www.jewel.cz/menu.html
U tri prasatek,פראג,"‪Vinohradská 122‬, פראג 130 00 צ'כיה","מס' 122 מתוך 4,747 מסעדות בפראג",45,40,45,40,4.5,343,131,28,13,13,528,"בר, אירופאי, צ'כי, מזרח אירופאי, מרכז אירופאי, גסטרופאב",ידידותי לצמחוניים,‪$$ - $$$‬,18 ₪ - 43 ₪,http://www.triprasatka.cz/,+420 773 616 029,,https://www.triprasatka.cz/en/jidelni-listek/
Hotel U Krize - Restaurant,פראג,"‪Ujezd 423/20‬, פראג 118 00 צ'כיה","מס' 125 מתוך 4,747 מסעדות בפראג",45,45,45,40,4.5,377,126,27,12,7,549,"אירופאי, גסטרופאב, צ'כי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,25 ₪ - 72 ₪,http://www.ukrize.cz/restaurace/,+420 257 312 523,,
Coffee & Waffles,פראג,,,,,,,4.5,290,73,11,11,15,400,"בית קפה, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,18 ₪ - 43 ₪,,,7,
Den Noc,פראג,,,,,,,4.5,762,198,62,17,19,"1,058","מרכז אירופאי, עכשווי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,18 ₪ - 36 ₪,,,,
Kogo Slovansky Dum,פראג,"‪Na prikope 859/22‬, פראג 110 00 צ'כיה","מס' 293 מתוך 4,747 מסעדות בפראג",45,40,40,40,4,443,267,80,38,35,863,"איטלקי, מאכלי ים, ים תיכוני, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 181 ₪,http://www.kogo.cz/en/kogo-slovansky-dum/kogo-slovansky-dum/,+420 221 451 259,,https://www.kogo.cz/en/kogo-slovansky-dum/menu/main-menu/
Pivo & Basilico,פראג,"‪Zamecka 2‬ Praha 1 Mala Strana, פראג 118 00 צ'כיה","מס' 140 מתוך 4,747 מסעדות בפראג",45,40,40,35,4.5,410,217,51,19,20,717,"איטלקי, ים תיכוני, צ'כי, רומאי, לאציו, מרכז-איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,7 ₪ - 51 ₪,http://www.pivobasilico.cz/it/Default,+420 257 533 207,,http://www.pivobasilico.cz/it/Default#Menu
Santini Garden,פראג,"‪Jansky vrshek 323/13‬ Mala Strana, פראג 118 00 צ'כיה","מס' 141 מתוך 4,747 מסעדות בפראג",45,50,45,45,4.5,382,155,29,16,6,588,"אירופאי, צ'כי, מרכז אירופאי, בינלאומי, עכשווי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,25 ₪ - 83 ₪,http://www.santinigarden.cz/,+420 603 766 779,,http://www.santinigarden.cz/menu/stala-nabidka/
Pivovarský klub Benedict,פראג,"‪Krizikova 17‬, פראג צ'כיה","מס' 151 מתוך 4,747 מסעדות בפראג",45,45,45,45,4.5,738,350,66,10,23,"1,187","ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,"בר, אירופאי, פאב, צ'כי, מזרח אירופאי, מרכז אירופאי",http://pivo-klub.cz/,+420 222 315 777,,https://pivo-klub.cz/#nase-menu
Bibimbap Korea,פראג,"‪Seifertova 612/89‬ entrance from Chlumova 1, פראג 130 00 צ'כיה","מס' 152 מתוך 4,747 מסעדות בפראג",45,45,45,,4.5,264,86,22,11,4,387,"אסייתי, קוריאני","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,14 ₪ - 51 ₪,http://www.bibimbap.cz/,+420 737 917 956,,
Cafe de Paris,פראג,"‪U Obecního Domu 1‬ Hotel Paris, פראג 110 00 צ'כיה","מס' 155 מתוך 4,747 מסעדות בפראג",45,45,40,45,4.5,239,122,32,9,2,404,"צרפתי, בית קפה, אירופאי, מרכז אירופאי",ידידותי לצמחוניים,‪$$ - $$$‬,35 ₪ - 66 ₪,https://www.hotel-paris.cz/en/cafe-de-paris-prague/,+420 222 195 900,,https://www.hotel-paris.cz/en/fine-dining-in-prague/menu/
SIA Restaurant,פראג,"‪V Celnici 1043/6‬, פראג 110 00 צ'כיה","מס' 161 מתוך 4,747 מסעדות בפראג",45,45,40,,4.5,323,104,36,20,11,494,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"סיני, אסייתי",http://www.siarestaurant.cz/,+420 220 199 380,7,http://www.siarestaurant.cz/menu/
Restaurant Zapomenuty Cas,פראג,,,,,,,4.5,77,58,15,5,3,158,צ'כי,ידידותי לצמחוניים,,22 ₪ - 54 ₪,,,,
Restaurace Husinec,פראג,"‪Mezibranská 13‬, פראג 11000 צ'כיה","מס' 170 מתוך 4,747 מסעדות בפראג",45,45,45,,4.5,600,299,75,28,18,"1,020","ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, משקאות",‪$$ - $$$‬,צ'כי,http://www.husinecrestaurace.cz/,+420 281 861 440,,http://husinecrestaurace.cz/index.php/menu/jidelni-a-napojovy-listek
CottoCrudo Restaurant,פראג,,,,,,,4.5,301,98,50,10,7,466,"איטלקי, ים תיכוני, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,54 ₪ - 217 ₪,,,7,
Hoffmeister restaurant,פראג,"‪Pod Bruskou‬ 144/7, פראג 11800 צ'כיה","מס' 181 מתוך 4,747 מסעדות בפראג",50,50,45,,5,79,5,0,1,0,85,"ארוחת בוקר, ארוחת צהריים, ארוחת ערב, משקאות","הזמנות, ישיבה בחוץ, ישיבה, מגישה אלכוהול, Wi-fi חינם, מקבל כרטיסי אשראי, שירות לשולחנות, חניה זמינה, שירות חניה, חניה פרטית בחינם, מציעה כיסאות אוכל לתינוקות, בר מלא, יין ובירה, תשלומים דיגיטליים, ידידותי לכלבים",$$$$,"בינלאומי, צ'כי",http://www.hoffmeister.cz/restaurace,+420 251 017 111,7,https://www.hoffmeister.cz/en/restaurant/a-la-carte-menu
U Mlynare,פראג,"‪Nerudova 213/18‬, פראג 118 00 צ'כיה","מס' 182 מתוך 4,747 מסעדות בפראג",45,45,45,45,4.5,791,417,98,37,34,"1,377","בר, אירופאי, מזרח אירופאי, מרכז אירופאי, בינלאומי","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,7 ₪ - 51 ₪,http://www.restauraceumlynare.cz/,+420 257 534 589,7,http://www.restauraceumlynare.cz/index.php/menu-en
La Bottega di Finestra,פראג,,,,,,,4.5,724,261,53,37,19,"1,094","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', משקאות",,"איטלקי, ים תיכוני, אירופאי",,,6,
U Dvou Pánů,פראג,"‪Ovocný trh 579/6‬, פראג 11000 צ'כיה","מס' 189 מתוך 4,747 מסעדות בפראג",45,45,40,,4.5,239,97,30,10,9,385,"בר, אירופאי, עכשווי, גסטרופאב, צ'כי, מזרח אירופאי, מרכז אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,10 ₪ - 87 ₪,http://www.udvoupanu.cz/,+420 730 516 586,,http://www.udvoupanu.cz/#submenu:more
Restaurant U Glaubicu,פראג,"‪Malostranske namesti 266/5‬, פראג 118 00 צ'כיה",מס' 68 מתוך 811 מרכז אירופאי בפראג,40,40,40,40,4,"1,043",765,202,67,88,"2,165",ידידותי לצמחוניים,"ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,"בר, אירופאי, צ'כי, מזרח אירופאי, מרכז אירופאי",http://www.restaurantuglaubicu.cz/,+420 257 532 027,,https://uglaubicu.com/wp-content/uploads/2019/06/Menu-UGlaubicu-2019.pdf
Black Bettie's Grill,פראג,"‪Manesova 7‬, פראג 12000 צ'כיה",מס' 5 מתוך 270 אמריקאי בפראג,50,50,50,,5,526,30,9,7,9,581,"אמריקאי, בר, פאב, בינלאומי, מסעדות בירה",אפשרויות לטבעונים,אמריקאי,11 ₪ - 36 ₪,http://blackbetties.com/,+420 792 510 925,6,https://www.blackbetties.com/menus
Bistro Špejle,פראג,"‪Jindrisska 937/16‬, פראג 110 00 צ'כיה",מס' 74 מתוך 811 מרכז אירופאי בפראג,45,45,40,,4.5,267,123,37,13,13,453,"בינלאומי, אירופאי, מרכז אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,11 ₪ - 36 ₪,http://www.spejle.eu/#,+420 606 773 553,,
Restaurace U Sadlu,פראג,"‪Klimentska 2‬, פראג 110 00 צ'כיה",מס' 34 מתוך 301 מזרח אירופאי בפראג,40,40,40,40,4,523,341,94,38,38,"1,034","ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"אירופאי, צ'כי, מזרח אירופאי, מרכז אירופאי",http://www.usadlu.cz/,+420 224 813 874,,http://www.usadlu.cz/poledni-menu.php
Home Restaurant & Bar,פראג,,,,,,,4.5,123,55,14,4,1,197,"אירופאי, צ'כי, מרכז אירופאי, בינלאומי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,11 ₪ - 116 ₪,,,,
Cafe Imperial,פראג,"‪Na porici 1072/15‬ Prague 1, פראג 11000 צ'כיה","מס' 212 מתוך 4,747 מסעדות בפראג",45,45,40,45,4.5,"3,982","1,656",443,115,113,"6,309","בינלאומי, אירופאי, צ'כי, מרקים, מזרח אירופאי, מרכז אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,62 ₪ - 127 ₪,http://www.cafeimperial.cz/,+420 246 011 440,7,https://www.cafeimperial.cz/poledni-menu/
Luka Lu,פראג,"‪Ujezd 402/33‬, פראג 118 00 צ'כיה","מס' 215 מתוך 4,747 מסעדות בפראג",45,45,40,45,4.5,734,323,92,48,48,"1,245","ים תיכוני, אירופאי, בריא, מזרח אירופאי, קרואטי, מרכז אירופאי, גריל","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,1 ₪ - 3 ₪,http://www.lukalu.cz/,+420 257 212 388,,https://www.lukalu.cz/
Mala India - Indian Restaurant,פראג,,,,,,,4.5,126,28,5,4,4,167,"הודי, אסייתי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,36 ₪ - 72 ₪,,,,
Eska,פראג,"‪Pernerova 673/49‬ Karlín, פראג 186 00 צ'כיה","מס' 221 מתוך 4,747 מסעדות בפראג",45,45,40,,4.5,543,163,61,37,21,825,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ'",‪$$ - $$$‬,"אירופאי, צ'כי, מרכז אירופאי",http://www.eska.ambi.cz/,+420 731 140 884,7,http://lokal-dlouha.ambi.cz/en/menu
Zem Prague,פראג,,,,,,,5,34,0,0,0,0,34,"ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות, משקאות","הזמנות, ישיבה, שירות לשולחנות, ישיבה בחוץ, ארוחה פרטית, חניה זמינה, מקבל כרטיסי אשראי, כרטיס מתנה זמין",,"יפני, צ'כי, מרכז אירופאי",,,,
Cafe Letka,פראג,"‪Letohradska 44‬, פראג 17000 צ'כיה","מס' 230 מתוך 4,747 מסעדות בפראג",45,45,40,,4.5,151,58,16,6,5,236,בית קפה,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,7 ₪ - 36 ₪,http://www.facebook.com/cafeletka,+420 777 444 035,,
Nuance Restaurant,פראג,"‪Male namesti 138/4‬, פראג 110 00 צ'כיה","מס' 231 מתוך 4,747 מסעדות בפראג",45,45,45,40,4.5,333,218,44,16,13,624,"אירופאי, צ'כי, מזרח אירופאי, מרכז אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,29 ₪ - 54 ₪,http://www.nuancerestaurant.cz/,+420 224 247 400,,http://www.nuancerestaurant.cz/nase-menu/
Červený Jelen,פראג,,,,,,,4.5,135,27,10,8,8,188,"בר, אירופאי, צ'כי, מרכז אירופאי, ברביקיו, פאב",ידידותי לצמחוניים,,14 ₪ - 362 ₪,,,7,
